,Recording timestamp,Gaze point X,Gaze point Y
2900,29093,744,618
2901,29103,741,618
2902,29113,734,618
2903,29123,727,619
2904,29133,726,618
2905,29143,728,617
2906,29153,727,614
2907,29163,726,612
2908,29173,725,612
2909,29183,724,613
2910,29192,723,613
2911,29202,723,615
2912,29213,724,616
2913,29222,724,616
2914,29232,724,617
2915,29242,723,618
2916,29252,724,620
2917,29262,725,623
2918,29272,725,624
2919,29282,725,626
2920,29292,725,626
2921,29302,727,626
2922,29312,727,626
2923,29322,727,626
2924,29332,728,626
2925,29342,729,626
2926,29352,729,626
2927,29362,728,626
2928,29372,729,625
2929,29382,730,627
2930,29392,731,629
2931,29402,731,630
2932,29412,732,630
2933,29422,732,631
2934,29432,732,632
2935,29442,731,633
2936,29452,733,634
2937,29462,734,634
2938,29472,734,634
2939,29482,735,633
2940,29492,736,632
2941,29502,737,632
2942,29512,737,632
2943,29522,738,632
2944,29532,741,631
2945,29542,742,630
2946,29552,744,629
2947,29562,746,630
2948,29572,749,629
2949,29582,750,628
2950,29592,751,628
2951,29602,752,627
2952,29612,753,626
2953,29622,754,626
2954,29632,753,625
2955,29642,753,625
2956,29652,756,624
2957,29662,758,623
2962,29712,760,622
2965,29742,761,622
2966,29752,764,621
2967,29762,767,620
2968,29772,768,620
2969,29782,769,619
2970,29792,771,618
2971,29802,773,618
2972,29812,773,618
2973,29822,773,617
2974,29832,773,616
2975,29842,774,616
2976,29852,773,616
2977,29862,773,616
2978,29872,775,615
2979,29882,774,614
2980,29892,771,613
2981,29902,770,614
2982,29912,770,614
2983,29922,770,614
2984,29932,770,613
2985,29942,768,613
2986,29952,767,612
2987,29962,766,611
2988,29972,764,611
2989,29982,763,611
2990,29992,763,610
2991,30002,764,610
2992,30012,763,608
2993,30022,763,608
2994,30032,764,609
2995,30042,765,609
2996,30052,765,610
2997,30062,765,610
2998,30072,766,610
2999,30082,767,611
3000,30092,766,613
3001,30102,766,612
3002,30112,766,610
3003,30122,766,612
3004,30132,765,614
3005,30142,764,614
3006,30152,763,615
3007,30162,763,615
3008,30172,762,614
3009,30182,761,614
3010,30192,762,614
3011,30202,762,615
3012,30212,762,616
3013,30222,762,617
3014,30232,762,617
3015,30242,763,616
3016,30252,763,616
3017,30262,762,617
3018,30272,762,618
3019,30282,763,619
3020,30292,762,619
3021,30302,761,619
3022,30312,761,619
3023,30322,760,619
3024,30332,758,620
3025,30342,758,620
3026,30352,757,620
3027,30362,756,620
3028,30372,756,620
3029,30382,755,620
3030,30392,754,619
3031,30402,753,619
3032,30412,753,620
3033,30422,752,621
3034,30432,752,621
3035,30442,752,623
3036,30452,751,625
3037,30462,752,626
3038,30472,752,627
3039,30482,752,629
3040,30492,752,631
3041,30502,752,631
3042,30512,752,632
3043,30522,753,633
3044,30532,753,634
3045,30542,754,635
3046,30552,755,635
3047,30562,755,637
3048,30572,754,638
3049,30582,754,637
3050,30592,756,637
3051,30602,756,638
3052,30612,756,638
3053,30622,756,638
3054,30632,756,638
3055,30642,756,638
3056,30652,754,639
3057,30662,754,638
3058,30672,756,637
3059,30682,755,637
3060,30692,754,636
3061,30702,753,637
3062,30712,752,636
3063,30722,751,636
3064,30732,750,636
3065,30742,749,635
3066,30752,749,634
3067,30762,748,634
3069,30772,747,633
3070,30782,746,633
3071,30792,745,633
3072,30802,746,632
3073,30812,745,632
3074,30822,744,630
3075,30832,745,629
3076,30842,745,629
3077,30852,743,629
3078,30862,742,627
3079,30871,743,626
3080,30881,743,626
3081,30891,743,627
3082,30901,742,626
3083,30911,742,624
3084,30921,742,624
3085,30931,742,624
3086,30941,741,623
3087,30951,742,622
3088,30961,742,622
3089,30971,741,623
3090,30981,740,623
3091,30991,740,623
3092,31001,740,623
3093,31011,740,625
3094,31021,740,625
3095,31031,740,626
3096,31041,741,627
3097,31051,742,628
3098,31061,743,628
3099,31071,745,627
3100,31081,746,627
3101,31091,747,628
3102,31101,747,628
3103,31111,749,628
3104,31121,750,628
3105,31131,751,627
3106,31141,752,627
3107,31151,753,626
3108,31161,755,626
3109,31171,756,627
3110,31181,757,627
3111,31191,757,628
3112,31201,759,628
3113,31211,758,629
3114,31221,757,629
3115,31231,757,629
3116,31241,756,629
3117,31251,755,629
3118,31261,754,629
3119,31271,752,628
3120,31281,752,628
3121,31291,752,627
3122,31301,752,626
3123,31311,753,625
3124,31321,754,624
3125,31331,754,624
3126,31341,754,623
3127,31351,754,623
3128,31361,754,622
3129,31371,754,622
3130,31381,754,623
3131,31391,755,622
3132,31401,756,622
3133,31411,756,623
3134,31421,756,623
3135,31431,755,624
3136,31441,756,625
3137,31451,756,627
3138,31461,757,629
3139,31471,757,628
3140,31481,757,629
3141,31491,756,630
3142,31501,756,631
3143,31511,758,632
3144,31521,759,633
3145,31531,760,633
3146,31541,761,632
3147,31551,763,632
3148,31561,765,632
3149,31571,767,633
3150,31581,770,633
3155,31631,773,633
3156,31641,776,633
3157,31651,778,634
3158,31661,779,634
3159,31671,781,635
3160,31681,784,635
3161,31691,785,636
3162,31701,787,636
3163,31711,789,636
3164,31721,790,637
3165,31731,791,638
3166,31741,791,636
3167,31751,794,632
3168,31761,795,633
3170,31771,796,633
3171,31781,795,633
3172,31791,795,634
3173,31801,795,633
3174,31811,794,635
3175,31821,794,636
3176,31831,793,636
3177,31841,794,637
3178,31851,793,637
3179,31861,791,636
3180,31871,789,636
3181,31881,789,636
3182,31891,788,635
3183,31901,787,636
3184,31911,787,637
3185,31921,788,636
3186,31931,787,636
3187,31941,786,635
3188,31951,786,635
3189,31961,786,637
3190,31971,785,639
3191,31981,784,639
3192,31991,784,640
3193,32001,784,641
3194,32011,783,641
3195,32021,783,641
3196,32031,783,641
3197,32041,782,640
3198,32051,781,639
3199,32061,780,639
3200,32071,779,638
3201,32081,779,637
3202,32091,777,638
3203,32101,775,638
3204,32111,774,638
3205,32121,772,638
3206,32131,770,640
3207,32141,769,642
3208,32151,768,643
3209,32161,768,643
3210,32171,767,644
3211,32181,767,644
3212,32191,767,644
3213,32201,767,644
3214,32211,766,644
3215,32221,765,644
3216,32231,765,643
3217,32241,764,642
3218,32251,763,643
3219,32261,763,643
3220,32271,764,642
3221,32281,764,642
3222,32291,762,644
3223,32301,762,644
3224,32311,763,645
3225,32321,764,644
3226,32331,765,645
3227,32341,765,646
3228,32351,766,645
3229,32361,767,645
3230,32371,767,647
3231,32381,767,650
3232,32391,768,649
3233,32401,768,647
3234,32411,768,646
3235,32421,767,647
3236,32431,768,648
3237,32441,768,647
3238,32451,767,647
3239,32461,767,649
3240,32471,767,650
3241,32481,768,650
3242,32491,769,650
3243,32501,769,651
3244,32510,771,652
3245,32520,773,652
3246,32531,773,652
3247,32540,773,652
3248,32550,774,653
3249,32560,776,652
3250,32570,777,651
3251,32580,777,651
3252,32590,778,652
3253,32600,779,653
3254,32610,779,652
3255,32620,778,652
3256,32630,780,653
3257,32640,780,653
3258,32650,778,652
3259,32660,778,652
3260,32670,778,654
3261,32680,778,654
3262,32690,777,653
3263,32700,777,653
3264,32710,777,653
3265,32720,778,654
3266,32730,779,654
3267,32740,779,655
3268,32750,780,657
3269,32760,781,657
3270,32770,781,657
3271,32780,781,656
3272,32790,782,656
3279,32860,783,657
3280,32870,783,655
3281,32880,784,655
3282,32890,784,653
3283,32900,785,651
3284,32910,785,650
3285,32920,786,649
3286,32930,786,649
3287,32940,786,649
3288,32950,787,648
3289,32960,787,649
3290,32970,786,649
3291,32980,786,649
3292,32990,785,648
3293,33000,785,648
3294,33010,785,648
3295,33020,785,648
3296,33030,785,648
3297,33040,785,647
3298,33050,786,647
3299,33060,786,647
3300,33070,786,646
3301,33080,786,646
3302,33090,787,647
3303,33100,788,647
3304,33110,788,647
3305,33120,788,647
3306,33130,789,648
3307,33140,789,648
3308,33150,789,648
3309,33160,789,647
3310,33170,790,646
3311,33180,790,645
3312,33190,789,645
3313,33200,789,645
3314,33210,789,645
3315,33220,789,644
3316,33230,788,644
3317,33240,787,644
3318,33250,788,643
3319,33260,788,643
3320,33270,788,644
3321,33280,788,644
3322,33290,788,644
3323,33300,788,643
3324,33310,787,644
3325,33320,787,644
3326,33330,788,643
3327,33340,788,644
3328,33350,787,644
3329,33360,787,645
3330,33370,788,649
3331,33380,789,649
3332,33390,790,649
3333,33400,790,651
3334,33410,790,652
3335,33420,791,652
3336,33430,791,651
3337,33440,791,651
3338,33450,791,653
3339,33460,792,654
3340,33470,792,655
3341,33480,792,656
3342,33490,793,658
3343,33500,793,658
3344,33510,794,658
3345,33520,793,659
3346,33530,792,661
3347,33540,792,662
3348,33550,791,662
3349,33560,789,663
3350,33570,787,663
3351,33580,786,662
3352,33590,784,661
3353,33600,783,659
3354,33610,783,657
3355,33620,783,656
3356,33630,783,654
3357,33640,782,653
3358,33650,784,652
3359,33660,785,649
3360,33670,787,646
3361,33680,789,646
3362,33690,790,646
3363,33700,792,645
3364,33710,794,645
3365,33720,795,646
3366,33730,796,647
3367,33740,798,648
3368,33750,799,649
3369,33760,800,651
3370,33770,801,654
3371,33780,803,657
3372,33790,803,656
3373,33800,801,654
3374,33810,801,656
3375,33820,803,658
3376,33830,803,658
3377,33840,803,658
3378,33850,803,659
3379,33860,804,662
3380,33870,804,662
3381,33880,805,662
3382,33890,806,666
3383,33900,809,668
3384,33910,810,670
3385,33920,812,671
3386,33930,814,672
3387,33940,816,674
3388,33950,817,675
3389,33960,817,672
3390,33970,818,672
3391,33980,818,669
3392,33990,817,664
3393,34000,818,662
3394,34010,820,660
3395,34020,821,659
3396,34030,823,659
3397,34040,825,658
3398,34050,826,659
3399,34060,827,659
3406,34130,828,661
3409,34160,828,657
3410,34170,830,659
3411,34179,831,659
3412,34189,832,659
3413,34199,831,658
3414,34209,830,657
3415,34219,830,656
3416,34229,830,654
3417,34239,830,652
3418,34249,831,651
3419,34259,832,651
3420,34269,832,651
3421,34279,832,650
3422,34289,832,648
3423,34299,832,649
3424,34309,832,649
3425,34319,832,649
3426,34329,832,651
3427,34339,831,652
3432,34389,830,653
3433,34399,827,654
3434,34409,825,655
3435,34419,822,656
3436,34429,820,658
3437,34439,817,660
3438,34449,814,661
3439,34459,812,661
3440,34469,810,660
3441,34479,807,659
3442,34489,804,658
3443,34499,803,655
3444,34509,801,654
3445,34519,799,653
3446,34529,796,651
3447,34539,795,649
3448,34549,792,648
3449,34559,792,647
3450,34569,792,649
3451,34579,791,649
3452,34589,789,647
3453,34599,786,647
3454,34609,785,646
3455,34619,785,645
3456,34629,784,644
3457,34639,784,643
3458,34649,785,644
3459,34659,784,644
3460,34669,784,644
3461,34679,786,646
3462,34689,790,650
3463,34699,792,650
3464,34709,793,650
3465,34719,793,650
3466,34729,794,651
3467,34739,795,652
3472,34789,792,648
3473,34799,792,648
3474,34809,792,647
3475,34819,791,646
3476,34829,790,644
3477,34839,789,644
3478,34849,788,644
3479,34859,788,645
3480,34869,787,645
3481,34879,786,645
3482,34889,787,646
3483,34899,787,648
3484,34909,786,648
3485,34919,786,647
3486,34929,787,648
3487,34939,787,648
3488,34949,786,647
3489,34959,786,646
3490,34969,787,646
3491,34979,788,646
3492,34989,788,645
3493,34999,787,645
3494,35009,788,646
3495,35019,788,647
3496,35029,788,647
3497,35039,787,646
3498,35049,786,647
3499,35059,786,647
3500,35069,785,647
3501,35079,783,648
3502,35089,782,649
3503,35099,782,649
3504,35109,781,648
3505,35119,779,648
3506,35129,779,649
3507,35139,779,650
3508,35149,779,650
3509,35159,779,652
3510,35169,786,660
3511,35179,791,657
3512,35189,791,656
3513,35199,786,656
3514,35209,784,655
3515,35219,785,654
3516,35229,785,653
3517,35239,786,653
3518,35249,787,653
3519,35259,788,651
3520,35269,788,648
3521,35279,787,647
3522,35289,786,646
3523,35299,787,645
3524,35309,787,644
3525,35319,787,646
3526,35329,789,655
3527,35339,789,657
3528,35349,789,656
3529,35359,789,656
3532,35389,787,650
3533,35399,785,653
3534,35409,784,651
3535,35419,782,651
3536,35429,781,652
3537,35439,780,652
3538,35449,778,651
3539,35459,777,651
3540,35469,776,652
3541,35479,775,652
3544,35509,775,654
3545,35519,774,653
3546,35529,774,655
3547,35539,774,657
3548,35549,773,655
3549,35559,773,655
3550,35569,774,655
3551,35579,774,653
3552,35589,773,652
3553,35599,774,651
3554,35609,775,650
3557,35639,777,648
3558,35649,777,646
3559,35659,778,644
3560,35669,780,643
3561,35679,781,641
3562,35689,781,640
3563,35699,782,640
3564,35709,784,639
3565,35719,784,639
3566,35729,782,639
3567,35739,782,638
3568,35749,785,637
3569,35759,785,640
3570,35769,783,644
3571,35779,782,645
3572,35789,782,646
3573,35799,782,646
3574,35809,781,646
3575,35819,781,644
3576,35829,781,645
3577,35839,782,646
3582,35888,781,648
3583,35898,782,647
3584,35908,783,647
3585,35918,785,646
3586,35928,785,646
3587,35938,785,646
3588,35948,785,645
3589,35958,787,645
3590,35968,787,645
3591,35978,786,645
3592,35988,787,645
3593,35998,788,644
3594,36008,787,643
3595,36018,786,643
3596,36028,787,643
3597,36038,787,642
3598,36048,787,642
3601,36078,787,645
3602,36088,786,644
3603,36098,787,644
3604,36108,786,643
3605,36118,785,643
3606,36128,784,644
3607,36138,783,644
3608,36148,781,644
3609,36158,781,647
3610,36168,783,649
3611,36178,782,650
3612,36188,780,650
3613,36198,779,650
3614,36208,779,651
3615,36218,778,652
3616,36228,777,652
3617,36238,777,652
3618,36248,778,652
3619,36258,778,652
3620,36268,777,653
3621,36278,777,653
3626,36328,785,644
3627,36338,785,646
3628,36348,786,644
3629,36358,785,643
3630,36368,786,642
3631,36378,787,642
3632,36388,788,641
3633,36398,789,641
3634,36408,790,642
3635,36418,791,642
3636,36428,791,642
3637,36438,790,641
3638,36448,791,642
3639,36458,791,643
3640,36468,791,643
3641,36478,790,643
3642,36488,789,643
3643,36498,788,644
3644,36508,786,643
3645,36518,785,643
3646,36528,785,644
3647,36538,785,646
3648,36548,783,647
3649,36558,783,648
3650,36568,783,648
3651,36578,783,650
3652,36588,782,651
3653,36598,782,651
3654,36608,783,652
3655,36618,782,652
3656,36628,781,651
3657,36638,780,651
3658,36648,780,651
3659,36658,780,651
3660,36668,779,651
3661,36678,778,650
3662,36688,779,650
3663,36698,779,650
3666,36728,777,649
3669,36758,778,649
3670,36768,782,649
3671,36778,783,650
3672,36788,782,651
3673,36798,781,652
3674,36808,782,654
3675,36818,781,654
3676,36828,780,652
3677,36838,780,651
3678,36848,781,651
3679,36858,781,652
3680,36868,780,653
3681,36878,779,652
3682,36888,779,651
3683,36898,780,653
3684,36908,780,654
3685,36918,781,654
3686,36928,782,655
3687,36938,782,655
3688,36948,782,655
3689,36958,782,655
3690,36968,781,656
3691,36978,781,657
3692,36988,781,657
3693,36998,779,657
3694,37008,779,657
3695,37018,778,657
3696,37028,776,658
3697,37038,775,658
3698,37048,774,657
3699,37058,776,657
3700,37068,777,655
3701,37078,777,654
3702,37088,780,653
3703,37098,785,649
3704,37108,786,649
3705,37118,783,652
3706,37128,784,653
3707,37138,786,653
3708,37148,786,652
3709,37158,785,652
3710,37168,786,653
3711,37178,786,655
3712,37188,786,656
3713,37198,785,658
3714,37208,785,659
3715,37218,784,660
3716,37228,783,659
3717,37238,782,659
3718,37248,780,660
3721,37278,780,666
3722,37288,776,664
3723,37298,774,660
3724,37308,774,660
3725,37318,772,661
3726,37328,770,661
3729,37358,770,660
3736,37428,772,663
3737,37438,771,661
3738,37448,770,660
3739,37458,770,658
3740,37468,771,657
3741,37478,772,657
3742,37488,772,657
3743,37498,772,655
3744,37508,772,653
3745,37518,772,651
3746,37527,772,650
3747,37537,773,649
3748,37547,773,649
3749,37557,773,650
3750,37567,772,652
3751,37577,772,651
3752,37587,773,651
3753,37597,773,653
3754,37607,772,653
3755,37617,772,652
3756,37627,773,652
3757,37637,774,651
3758,37647,775,650
3759,37657,776,648
3760,37667,779,647
3761,37677,781,645
3762,37687,782,646
3763,37697,783,649
3764,37707,785,649
3765,37717,785,651
3766,37727,784,654
3767,37737,784,657
3768,37747,785,662
3769,37757,785,662
3770,37767,783,663
3771,37777,783,662
3772,37787,782,663
3773,37797,781,663
3774,37807,780,663
3775,37817,779,663
3776,37827,778,663
3777,37837,777,662
3778,37847,774,660
3779,37857,773,659
3780,37867,772,658
3781,37877,771,658
3782,37887,769,657
3783,37897,769,656
3784,37907,768,656
3785,37917,766,656
3786,37927,765,656
3787,37937,766,656
3788,37947,766,656
3789,37957,767,656
3790,37967,767,656
3791,37977,767,655
3792,37987,768,655
3793,37997,769,655
3794,38007,768,656
3795,38017,769,656
3796,38027,769,657
3797,38037,768,657
3798,38047,767,656
3799,38057,766,657
3800,38067,765,658
3801,38077,763,660
3802,38087,761,660
3803,38097,760,660
3804,38107,759,660
3805,38117,758,660
3806,38127,756,659
3807,38137,756,658
3808,38147,756,657
3809,38157,755,656
3810,38167,754,655
3811,38177,755,653
3812,38187,756,652
3813,38197,756,651
3814,38207,755,651
3815,38217,756,651
3816,38227,760,650
3817,38237,759,652
3818,38247,756,652
3819,38257,756,652
3820,38267,758,651
3821,38277,757,651
3822,38287,756,652
3823,38297,756,651
3824,38307,758,648
3825,38317,759,648
3826,38327,758,647
3827,38337,759,645
3828,38347,761,643
3829,38357,762,643
3830,38367,763,644
3831,38377,764,644
3832,38387,767,645
3833,38397,768,648
3834,38407,768,648
3835,38417,768,646
3836,38427,770,647
3837,38437,770,648
3838,38447,769,650
3839,38457,769,650
3840,38467,769,649
3841,38477,768,650
3842,38487,765,650
3843,38497,763,649
3844,38507,763,649
3845,38517,762,650
3846,38527,760,650
3847,38537,758,650
3848,38547,756,652
3849,38557,757,652
3850,38567,769,651
3851,38577,784,656
3852,38587,789,660
3853,38597,791,661
3854,38607,792,661
3855,38617,792,660
3858,38647,791,661
3861,38677,790,659
3862,38687,780,657
3863,38697,761,657
3864,38707,751,655
3865,38717,749,654
3866,38727,747,653
3867,38737,749,650
3868,38747,749,648
3869,38757,749,647
3870,38767,749,646
3871,38777,751,645
3872,38787,756,640
3873,38797,756,640
3874,38807,756,639
3875,38817,757,639
3876,38827,759,640
3877,38837,760,641
3878,38847,760,641
3879,38857,761,639
3880,38867,762,638
3881,38877,764,637
3884,38907,765,639
3885,38917,767,638
3886,38927,769,638
3887,38937,771,639
3888,38947,773,639
3889,38957,773,637
3890,38967,774,636
3891,38977,776,641
3892,38987,778,642
3893,38997,778,643
3894,39007,779,645
3895,39017,779,645
3896,39027,779,644
3897,39037,777,642
3898,39047,776,639
3899,39057,775,640
3900,39067,774,640
3901,39077,772,638
3902,39087,771,636
3903,39097,772,636
3904,39107,772,635
3905,39117,772,633
3906,39127,772,635
3907,39137,773,636
3908,39147,773,639
3909,39156,772,642
3910,39166,772,643
3911,39177,772,645
3914,39206,773,647
3915,39216,771,646
3916,39226,771,647
3917,39236,771,647
3918,39246,770,647
3919,39256,769,647
3920,39266,768,648
3921,39276,765,650
3922,39286,757,656
3923,39296,758,656
3924,39306,759,656
3925,39316,759,657
3926,39326,758,657
3927,39336,757,655
3928,39346,758,654
3929,39356,757,654
3930,39366,756,650
3931,39376,755,651
3932,39386,757,654
3933,39396,756,653
3934,39406,755,651
3935,39416,756,651
3936,39426,759,651
3937,39436,759,652
3938,39446,758,653
3939,39456,758,653
3940,39466,758,654
3941,39476,758,654
3942,39486,758,653
3943,39496,756,651
3944,39506,756,649
3945,39516,754,650
3946,39526,753,653
3947,39536,753,652
3948,39546,755,649
3949,39556,754,646
3950,39566,753,643
3951,39576,752,640
3952,39586,754,638
3953,39596,756,636
3954,39606,756,638
3955,39616,755,639
3956,39626,756,636
3957,39636,757,636
3958,39646,757,635
3959,39656,758,634
3960,39666,759,634
3961,39676,759,635
3962,39686,759,635
3963,39696,758,634
3964,39706,758,634
3965,39716,759,635
3966,39726,759,636
3967,39736,760,636
3968,39746,760,636
3969,39756,758,639
3970,39766,758,644
3971,39776,760,645
3972,39786,761,646
3973,39796,761,647
3974,39806,760,648
3975,39816,760,648
3976,39826,759,649
3977,39836,758,649
3978,39846,757,649
3979,39856,757,649
3980,39866,756,648
3981,39876,755,648
3984,39906,753,645
3985,39916,753,645
3986,39926,753,643
3987,39936,752,643
3988,39946,751,641
3989,39956,750,639
3990,39966,749,635
3991,39976,748,636
3992,39986,747,640
3993,39996,746,638
3994,40006,746,635
3995,40016,745,634
3996,40026,745,633
3997,40036,744,632
3998,40046,744,631
3999,40056,745,631
4000,40066,745,630
4001,40076,746,629
4002,40086,748,628
4003,40096,749,628
4004,40106,750,628
4005,40116,751,625
4006,40126,752,625
4007,40136,753,628
4008,40146,754,629
4013,40196,755,627
4014,40206,755,628
4015,40216,755,628
4016,40226,755,628
4017,40236,755,628
4018,40246,757,632
4019,40256,757,631
4020,40266,755,629
4021,40276,755,628
4022,40286,754,627
4023,40296,754,626
4024,40306,754,625
4025,40316,754,624
4026,40326,755,622
4027,40336,756,623
4028,40346,757,627
4029,40356,756,627
4030,40366,756,627
4031,40376,756,628
4032,40386,756,628
4033,40396,755,626
4034,40406,755,625
4035,40416,755,625
4036,40426,754,625
4041,40476,760,637
4042,40486,757,634
4043,40496,757,635
4044,40506,756,635
4045,40516,753,631
4046,40526,752,631
4047,40536,752,633
4048,40546,751,636
4049,40556,751,637
4050,40566,750,636
4051,40576,749,635
4054,40606,747,648
4055,40616,750,641
4056,40626,749,638
4057,40636,747,638
4058,40646,746,639
4059,40656,744,638
4060,40666,743,637
4061,40676,743,637
4062,40686,742,637
4063,40696,742,636
4064,40706,741,635
4065,40716,740,635
4066,40726,739,636
4067,40736,738,636
4068,40746,738,634
4069,40756,738,634
4070,40766,737,635
4071,40776,736,634
4072,40786,736,634
4073,40796,736,635
4075,40806,735,636
4076,40816,735,636
4077,40826,736,636
4078,40835,737,637
4079,40845,737,638
4080,40856,738,638
4081,40865,739,638
4082,40875,740,639
4083,40885,740,639
4084,40895,741,638
4085,40905,743,637
4086,40915,743,638
4087,40925,743,638
4088,40935,743,637
4089,40945,744,636
4090,40955,743,636
4091,40965,743,636
4092,40975,742,635
4093,40985,742,635
4094,40995,741,636
4095,41005,740,638
4096,41015,739,637
4097,41025,739,636
4098,41035,738,636
4099,41045,737,637
4100,41055,736,635
4101,41065,736,633
4102,41075,737,632
4103,41085,736,632
4104,41095,736,632
4105,41105,737,630
4106,41115,738,631
4107,41125,739,632
4108,41135,741,629
4109,41145,742,629
4110,41155,743,631
4111,41165,744,633
4112,41175,744,634
4113,41185,745,634
4114,41195,746,634
4115,41205,745,635
4116,41215,745,640
4117,41225,746,645
4118,41235,745,647
4119,41245,745,647
4120,41255,746,645
4121,41265,744,641
4122,41275,743,640
4123,41285,743,641
4124,41295,743,641
4125,41305,743,641
4126,41315,743,640
4127,41325,742,639
4128,41335,742,638
4129,41345,740,636
4130,41355,740,636
4131,41365,739,636
4132,41375,738,635
4133,41385,737,634
4134,41395,737,633
4135,41405,735,632
4136,41415,734,633
4137,41425,734,633
4138,41435,735,633
4139,41445,735,634
4140,41455,735,633
4141,41465,735,632
4142,41475,736,632
4143,41485,736,633
4144,41495,737,633
4145,41505,738,632
4146,41515,740,631
4147,41525,740,630
4148,41535,742,631
4149,41545,746,631
4150,41555,747,631
4151,41565,748,631
4152,41575,749,632
4153,41585,750,633
4154,41595,752,634
4155,41605,754,636
4156,41615,755,638
4157,41625,757,639
4158,41635,758,640
4159,41645,759,640
4160,41655,760,641
4161,41665,762,642
4162,41675,764,642
4163,41685,765,643
4164,41695,765,642
4165,41705,765,641
4166,41715,765,641
4167,41725,764,639
4168,41735,764,639
4169,41745,764,640
4170,41755,763,640
4171,41765,762,641
4172,41775,760,642
4178,41825,757,643
4179,41835,755,643
4180,41845,749,647
4181,41855,749,647
4182,41865,750,647
4183,41875,750,647
4184,41885,749,648
4185,41895,749,648
4186,41905,750,647
4187,41915,750,647
4188,41925,750,646
4189,41935,751,644
4190,41945,751,643
4191,41955,752,641
4192,41965,752,640
4193,41975,752,639
4194,41985,752,637
4195,41995,751,636
4196,42005,750,637
4197,42015,750,636
4198,42025,750,636
4199,42035,749,637
4200,42045,748,638
4201,42055,747,638
4202,42065,745,639
4203,42075,744,639
4204,42085,743,638
4205,42095,742,637
4206,42105,742,637
4207,42115,743,637
4208,42125,742,636
4209,42135,743,635
4210,42145,744,635
4211,42155,744,635
4212,42165,743,636
4213,42175,743,637
4214,42185,744,639
4215,42195,743,639
4216,42205,741,638
4217,42215,741,638
4218,42225,741,639
4219,42235,741,639
4220,42245,741,640
4221,42255,739,640
4222,42265,738,639
4223,42275,737,638
4224,42285,735,638
4225,42295,734,637
4226,42305,734,636
4227,42315,732,635
4228,42325,730,635
4229,42335,729,634
4230,42345,730,633
4231,42355,729,632
4232,42365,728,631
4233,42375,729,629
4234,42385,729,628
4235,42395,730,627
4238,42425,729,629
4239,42435,730,628
4240,42445,731,627
4241,42455,732,628
4242,42465,732,629
4243,42475,733,629
4244,42485,733,629
4245,42495,733,631
4246,42504,732,633
4247,42514,731,635
4248,42524,732,635
4249,42534,732,637
4250,42544,731,639
4251,42554,730,639
4252,42564,730,639
4253,42574,731,641
4254,42584,730,642
4255,42594,730,642
4256,42604,731,641
4257,42614,732,640
4258,42624,731,640
4259,42634,732,639
4260,42644,733,639
4261,42654,733,639
4262,42664,733,639
4263,42674,733,639
4264,42684,734,638
4265,42694,735,639
4266,42704,736,640
4267,42714,737,640
4268,42724,738,641
4269,42734,740,642
4270,42744,740,641
4271,42754,742,641
4272,42764,746,643
4273,42774,747,642
4274,42784,747,641
4275,42794,748,640
4276,42804,750,640
4277,42814,752,640
4278,42824,753,639
4279,42834,753,638
4280,42844,754,637
4281,42854,754,637
4282,42864,754,638
4283,42874,752,638
4284,42884,749,634
4285,42894,748,634
4286,42904,746,635
4287,42914,746,634
4288,42924,746,630
4289,42934,744,632
4290,42944,741,635
4291,42954,741,636
4292,42964,741,636
4293,42974,740,636
4294,42984,739,636
4295,42994,740,637
4296,43004,741,637
4297,43014,741,638
4298,43024,741,639
4299,43034,742,639
4300,43044,743,639
4301,43054,745,640
4302,43064,746,642
4303,43074,747,642
4304,43084,749,643
4307,43114,749,645
4308,43124,750,646
4309,43134,750,646
4310,43144,750,645
4311,43154,750,649
4312,43164,748,656
4313,43174,748,655
4314,43184,748,652
4315,43194,746,653
4316,43204,745,653
4317,43214,742,654
4318,43224,740,655
4319,43234,739,653
4320,43244,736,653
4321,43254,735,652
4322,43264,734,651
4323,43274,732,649
4324,43284,729,646
4325,43294,729,647
4326,43304,729,649
4327,43314,728,648
4328,43324,728,646
4329,43334,728,646
4330,43344,730,647
4331,43354,730,646
4332,43364,729,646
4333,43374,730,645
4334,43384,731,645
4335,43394,730,645
4336,43404,730,645
4337,43414,729,645
4338,43424,729,646
4339,43434,728,646
4340,43444,726,648
4341,43454,725,648
4342,43464,723,647
4343,43474,722,646
4344,43484,720,646
4345,43494,720,647
4346,43504,720,647
4347,43514,719,646
4348,43524,718,646
4349,43534,716,643
4350,43544,716,641
4351,43554,716,639
4352,43564,715,637
4353,43574,715,636
4354,43584,717,633
4355,43594,717,633
4356,43604,717,633
4357,43614,720,633
4358,43624,724,633
4359,43634,726,633
4360,43644,727,633
4361,43654,728,635
4362,43664,730,636
4365,43694,733,638
4366,43704,734,639
4367,43714,738,640
4368,43724,741,644
4369,43734,742,645
4370,43744,743,647
4371,43754,745,649
4372,43764,746,649
4373,43774,747,650
4374,43784,748,649
4375,43794,748,649
4376,43804,749,650
4377,43814,750,652
4378,43824,750,652
4379,43834,751,653
4380,43844,752,653
4381,43854,753,654
4382,43864,753,654
4383,43874,754,655
4384,43884,755,657
4385,43894,755,659
4386,43904,755,660
4387,43914,756,660
4388,43924,758,661
4389,43934,758,661
4390,43944,757,662
4391,43954,758,663
4392,43964,760,664
