,Recording timestamp,Gaze point X,Gaze point Y
6130,61303,881,601
6131,61313,879,603
6132,61323,877,604
6133,61333,877,606
6134,61343,875,606
6135,61353,872,606
6136,61363,873,606
6137,61373,878,604
6138,61383,876,605
6139,61393,872,607
6140,61403,871,603
6141,61413,868,603
6142,61423,868,602
6143,61433,867,599
6144,61443,866,600
6145,61453,868,602
6146,61463,867,602
6147,61473,864,601
6148,61483,864,601
6149,61493,865,601
6150,61503,865,602
6151,61513,863,605
6152,61523,863,605
6153,61533,863,605
6154,61543,863,606
6155,61553,863,606
6156,61563,864,607
6157,61573,867,610
6158,61583,867,612
6159,61593,866,613
6160,61603,868,616
6161,61613,870,616
6162,61623,872,613
6163,61633,873,615
6164,61643,875,618
6165,61653,876,621
6166,61663,876,624
6167,61673,876,625
6168,61683,877,627
6169,61693,878,629
6170,61703,878,631
6171,61713,879,632
6172,61723,880,634
6173,61733,880,635
6174,61743,879,637
6175,61753,879,636
6176,61763,879,636
6177,61773,879,640
6178,61783,878,641
6179,61793,877,642
6180,61803,877,643
6181,61813,876,646
6182,61823,875,650
6183,61833,873,652
6184,61843,872,654
6185,61853,871,656
6187,61863,871,657
6188,61873,870,656
6189,61883,868,655
6190,61893,867,655
6191,61903,866,656
6192,61913,864,655
6193,61923,863,654
6194,61933,863,654
6195,61943,862,652
6196,61953,861,650
6197,61963,859,646
6198,61973,858,642
6199,61983,858,640
6200,61993,858,637
6201,62003,860,634
6202,62013,861,631
6203,62023,863,626
6204,62033,867,621
6205,62043,870,619
6206,62053,874,616
6207,62063,876,616
6208,62073,877,616
6209,62083,879,615
6210,62093,882,613
6211,62103,884,611
6212,62113,886,610
6213,62123,889,609
6214,62133,892,608
6215,62143,895,608
6216,62153,897,607
6217,62163,900,606
6218,62173,902,606
6219,62183,904,606
6220,62193,905,606
6221,62203,906,605
6222,62213,907,605
6223,62223,907,604
6224,62233,907,604
6225,62243,907,604
6226,62253,907,604
6227,62263,906,604
6228,62273,905,603
6229,62283,905,604
6230,62293,904,605
6231,62303,903,607
6232,62313,901,608
6233,62323,898,606
6234,62333,897,604
6235,62343,893,605
6236,62353,888,606
6237,62363,882,606
6238,62373,871,606
6239,62383,863,607
6240,62393,861,608
6241,62403,860,609
6242,62413,859,610
6243,62423,858,611
6244,62433,857,611
6245,62443,857,612
6246,62453,858,612
6247,62463,858,613
6248,62472,859,614
6249,62482,860,615
6250,62492,861,616
6251,62502,862,616
6252,62512,863,615
6253,62522,865,616
6254,62532,867,618
6255,62542,876,622
6256,62552,888,624
6257,62562,898,626
6258,62572,904,630
6259,62582,906,633
6260,62592,907,635
6261,62602,908,638
6262,62612,909,640
6263,62622,910,641
6264,62632,910,642
6265,62642,910,643
6266,62652,910,645
6267,62662,910,647
6270,62692,910,645
6271,62702,908,647
6272,62712,907,647
6273,62722,904,647
6274,62732,902,646
6275,62742,900,646
6276,62752,899,646
6277,62762,897,646
6278,62772,895,645
6279,62782,893,643
6280,62792,892,642
6281,62802,890,641
6282,62812,889,639
6283,62822,889,636
6284,62832,888,633
6285,62842,886,630
6286,62852,884,627
6287,62862,881,623
6288,62872,880,622
6289,62882,878,620
6290,62892,876,618
6293,62922,875,612
6294,62932,878,607
6297,62962,877,606
6298,62972,879,604
6299,62982,880,603
6300,62992,881,602
6301,63002,883,601
6302,63012,885,599
6303,63022,888,598
6304,63032,892,597
6305,63042,893,599
6306,63052,894,602
6307,63062,895,602
6308,63072,896,603
6309,63082,897,605
6310,63092,898,602
6311,63102,902,589
6312,63112,903,590
6313,63122,902,594
6314,63132,901,597
6315,63142,901,596
6316,63152,901,593
6317,63162,899,594
6318,63172,896,593
6319,63182,894,591
6320,63192,892,591
6321,63202,889,591
6322,63212,885,589
6323,63222,883,587
6324,63232,883,583
6325,63242,880,580
6326,63252,877,577
6327,63262,876,574
6328,63272,873,571
6329,63282,872,570
6330,63292,871,569
6331,63302,870,568
6332,63312,869,567
6333,63322,867,567
6334,63332,865,566
6335,63342,865,566
6336,63352,864,567
6337,63362,864,568
6338,63372,864,569
6339,63382,865,570
6340,63392,865,570
6341,63402,865,570
6342,63412,866,569
6343,63422,866,568
6344,63432,867,569
6345,63442,869,569
6346,63452,870,567
6347,63462,872,566
6348,63472,876,564
6349,63482,878,565
6350,63492,879,564
6353,63522,879,563
6354,63532,881,565
6355,63542,883,566
6356,63552,882,569
6357,63562,883,570
6358,63572,885,570
6359,63582,885,571
6360,63592,885,571
6361,63602,885,571
6362,63612,886,572
6363,63622,885,572
6364,63632,884,573
6365,63642,883,574
6366,63652,883,574
6367,63662,881,575
6368,63672,879,577
6369,63682,878,578
6370,63692,877,578
6371,63702,876,580
6372,63712,876,583
6373,63722,876,584
6374,63732,876,584
6375,63742,875,584
6376,63752,875,584
6377,63762,875,584
6378,63772,875,582
6379,63782,876,580
6380,63792,875,581
6381,63802,872,580
6382,63812,872,578
6383,63822,872,578
6384,63832,872,578
6385,63842,872,577
6386,63852,873,576
6387,63862,873,574
6388,63872,874,574
6389,63882,874,576
6390,63892,877,574
6391,63902,879,574
6392,63912,879,575
6393,63922,880,570
6394,63932,882,566
6395,63942,883,564
6396,63952,884,562
6397,63962,886,560
6398,63972,888,562
6399,63982,890,566
6400,63992,893,566
6401,64002,896,561
6402,64012,899,562
6403,64022,901,566
6404,64032,903,568
6405,64042,904,571
6406,64052,905,573
6407,64062,905,574
6408,64072,905,575
6409,64082,906,576
6410,64092,908,576
6413,64122,907,583
6414,64132,908,583
6415,64142,908,585
6418,64171,904,587
6419,64181,905,587
6420,64191,904,587
6423,64221,904,587
6424,64231,904,590
6425,64241,903,593
6426,64251,902,592
6427,64261,901,591
6428,64271,900,593
6429,64281,899,590
6430,64291,848,578
6431,64301,722,582
6432,64311,638,586
6433,64321,531,569
6434,64331,402,552
6437,64361,246,580
6438,64371,231,578
6439,64381,213,572
6440,64391,223,570
6441,64401,228,569
6442,64411,226,561
6443,64421,230,566
6444,64431,239,579
6445,64441,239,586
6446,64451,241,588
6447,64461,243,589
6448,64471,243,595
6449,64481,248,595
6450,64491,240,573
6451,64501,234,566
6452,64511,214,605
6453,64521,453,591
6454,64531,544,559
6455,64541,680,575
6456,64551,842,606
6457,64561,901,613
6458,64571,931,628
6459,64581,931,641
6460,64591,932,644
6461,64601,931,647
6462,64611,930,648
6463,64621,926,649
6464,64631,922,651
6465,64641,919,650
6466,64651,916,652
6467,64661,915,653
6468,64671,915,648
6469,64681,915,641
6470,64691,912,638
6471,64701,910,636
6472,64711,908,634
6473,64721,904,633
6474,64731,903,632
6475,64741,899,626
6476,64751,894,615
6477,64761,891,605
6478,64771,889,599
6479,64781,890,597
6480,64791,891,593
6481,64801,893,590
6482,64811,894,590
6483,64821,895,590
6484,64831,900,586
6485,64841,906,581
6490,64891,912,593
6491,64901,912,594
6492,64911,914,596
6493,64921,915,597
6494,64931,917,600
6495,64941,917,601
6496,64951,918,601
6497,64961,918,600
6498,64971,918,600
6499,64981,918,601
6500,64991,918,599
6501,65001,917,596
6502,65011,916,593
6503,65021,915,590
6504,65031,912,586
6505,65041,911,585
6506,65051,909,584
6507,65061,907,583
6508,65071,906,581
6509,65081,903,580
6510,65091,901,580
6511,65101,898,580
6512,65111,895,579
6513,65121,893,580
6514,65131,891,580
6515,65141,890,578
6516,65151,890,575
6517,65161,890,571
6518,65171,892,567
6519,65181,891,569
6520,65191,889,573
6521,65201,887,575
6522,65211,881,576
6523,65221,876,577
6524,65231,873,578
6525,65241,869,577
6526,65251,865,575
6527,65261,864,574
6528,65271,863,574
6529,65281,862,575
6530,65291,861,575
6531,65301,860,574
6532,65311,860,573
6533,65321,859,572
6534,65331,859,572
6535,65341,859,573
6536,65351,860,575
6537,65361,862,575
6538,65371,863,574
6539,65381,864,574
6540,65391,866,573
6541,65401,868,572
6542,65411,869,572
6543,65421,871,575
6544,65431,873,576
6545,65441,873,574
6546,65451,873,574
6547,65461,874,573
6548,65471,874,571
6549,65481,875,570
6550,65491,875,570
6551,65501,875,571
6552,65511,875,570
6553,65521,875,570
6554,65531,875,568
6555,65541,875,567
6556,65551,875,567
6557,65561,873,568
6558,65571,872,568
6559,65581,870,567
6560,65591,869,564
6561,65601,868,560
6562,65611,868,555
6563,65621,867,549
6564,65631,866,544
6565,65641,866,543
6566,65651,865,541
6567,65661,864,537
6568,65671,863,534
6569,65681,862,532
6570,65691,861,527
6571,65701,859,520
6572,65711,858,516
6573,65721,856,510
6574,65731,854,508
6575,65741,852,507
6576,65751,851,506
6577,65761,850,506
6578,65771,848,505
6579,65781,846,504
6580,65791,845,503
6581,65801,845,501
6582,65811,844,501
6583,65820,844,500
6584,65830,845,499
6585,65840,846,499
6586,65850,846,494
6587,65860,846,487
6588,65870,847,487
6589,65880,849,488
6590,65890,852,488
6591,65900,853,489
6592,65910,854,490
6593,65920,856,490
6594,65930,857,490
6595,65940,858,491
6596,65950,859,492
6597,65960,860,493
6598,65970,861,495
6599,65980,862,496
6600,65990,862,497
6601,66000,862,498
6602,66010,863,500
6603,66020,863,500
6604,66030,863,500
6605,66040,862,502
6606,66050,863,506
6607,66060,861,508
6608,66070,861,508
6609,66080,861,508
6610,66090,862,516
6611,66100,863,514
6612,66110,864,511
6613,66120,866,513
6614,66130,866,515
6615,66140,866,517
6616,66150,865,518
6617,66160,866,518
6618,66170,867,519
6619,66180,867,518
6620,66190,868,515
6621,66200,869,513
6622,66210,870,511
6623,66220,871,509
6624,66230,872,507
6625,66240,875,504
6626,66250,877,501
6627,66260,877,499
6628,66270,878,498
6629,66280,881,497
6630,66290,882,496
6631,66300,882,495
6632,66310,883,495
6633,66320,884,495
6634,66330,885,495
6635,66340,885,493
6636,66350,885,493
6637,66360,885,494
6638,66370,884,494
6639,66380,883,495
6640,66390,879,496
6641,66400,874,495
6642,66410,875,495
6643,66420,877,496
6644,66430,876,497
6645,66440,871,505
6646,66450,870,505
6647,66460,872,501
6648,66470,871,502
6649,66480,867,504
6650,66490,866,506
6651,66500,862,502
6652,66510,855,494
6653,66520,849,496
6654,66530,846,497
6655,66540,845,496
6656,66550,840,499
6657,66560,837,499
6658,66570,836,500
6659,66580,836,500
6660,66590,836,501
6661,66600,836,502
6662,66610,836,502
6663,66620,835,504
6664,66630,834,505
6665,66640,833,504
6666,66650,832,504
6667,66660,832,503
6668,66670,832,502
6669,66680,832,503
6670,66690,833,504
6671,66700,832,504
6672,66710,832,504
6675,66740,830,505
6676,66750,831,509
6679,66780,829,507
6680,66790,829,508
6681,66800,826,506
6682,66810,823,503
6683,66820,821,503
6684,66830,820,502
6685,66840,820,500
6686,66850,819,500
6687,66860,818,499
6688,66870,814,492
6689,66880,805,480
6690,66890,807,483
6691,66900,814,496
6692,66910,816,501
6693,66920,817,504
6694,66930,819,508
6695,66940,821,512
6696,66950,823,516
6697,66960,825,518
6698,66970,827,519
6699,66980,829,519
6700,66990,831,518
6701,67000,833,517
6702,67010,834,517
6703,67020,835,516
6704,67030,836,516
6705,67040,836,515
6706,67050,837,513
6707,67060,838,511
6708,67070,837,513
6709,67080,837,515
6710,67090,834,513
6711,67100,828,507
6712,67110,826,507
6713,67120,826,506
6714,67130,825,507
6715,67140,824,507
6716,67150,823,506
6719,67180,822,503
6720,67190,823,501
6721,67200,823,500
6722,67210,824,500
6723,67220,822,502
6724,67230,822,502
6725,67240,823,501
6726,67250,824,505
6727,67260,827,512
6730,67290,827,517
6731,67300,830,518
6732,67310,831,519
6733,67320,829,520
6734,67330,829,520
6735,67340,831,520
6736,67350,831,521
6737,67360,831,521
6738,67370,831,522
6739,67380,831,520
6740,67390,831,518
6745,67440,836,539
6746,67450,835,529
6747,67459,838,523
6748,67469,837,516
6749,67480,837,509
6750,67489,834,507
6751,67499,830,506
6752,67509,828,503
6753,67519,827,503
6754,67529,826,505
6755,67539,826,504
6756,67549,826,503
6757,67559,828,505
6758,67569,827,506
6759,67579,826,506
6760,67589,827,506
6761,67599,826,510
6762,67609,825,513
6763,67619,826,513
6764,67629,827,510
6765,67639,827,510
6766,67649,826,514
6767,67659,825,529
6768,67669,825,528
6769,67679,827,517
6770,67689,827,517
6771,67699,827,521
6772,67709,828,524
6773,67719,830,526
6774,67729,832,529
6775,67739,835,532
6776,67749,837,534
6777,67759,837,535
6778,67769,839,537
6779,67779,839,540
6780,67789,840,541
6781,67799,841,541
6782,67809,840,542
6783,67819,841,542
6784,67829,841,541
6785,67839,839,542
6786,67849,839,542
6787,67859,838,542
6788,67869,838,541
6789,67879,837,539
6790,67889,835,540
6791,67899,834,543
6792,67909,834,543
6793,67919,833,542
6794,67929,831,541
6795,67939,832,539
6796,67949,835,538
6797,67959,834,536
6798,67969,832,532
6799,67979,833,531
6800,67989,835,530
6801,67999,835,529
6802,68009,836,528
6803,68019,837,528
6804,68029,839,529
6805,68039,840,529
6806,68049,841,531
6807,68059,842,532
6808,68069,842,536
6809,68079,843,540
6810,68089,844,541
6811,68099,846,542
6812,68109,847,544
6813,68119,846,547
6814,68129,847,550
6815,68139,848,551
6816,68149,848,552
6817,68159,848,553
6818,68169,848,555
6819,68179,849,555
6820,68189,849,555
6821,68199,848,555
6822,68209,848,557
6823,68219,849,558
6824,68229,849,558
6825,68239,848,558
6826,68249,848,559
6827,68259,849,560
6828,68269,849,561
6829,68279,848,561
6830,68289,848,563
6831,68299,848,564
6832,68309,848,564
6833,68319,848,565
6834,68329,848,567
6835,68339,849,567
6836,68349,850,567
6837,68359,850,567
6838,68369,851,567
6839,68379,850,565
6840,68389,847,561
6841,68399,847,561
6842,68409,847,564
6843,68419,848,564
6844,68429,848,563
6845,68439,847,562
6846,68449,848,562
6847,68459,848,561
6848,68469,847,560
6849,68479,847,560
6850,68489,847,561
6851,68499,846,559
6852,68509,846,558
6853,68519,845,556
6854,68529,845,554
6855,68539,844,554
6856,68549,842,552
6857,68559,841,551
6858,68569,841,551
6859,68579,840,551
6860,68589,839,550
6861,68599,838,550
6862,68609,838,550
6863,68619,837,554
6864,68629,837,556
6865,68639,836,557
6870,68689,836,558
6871,68699,837,560
6872,68709,837,562
6873,68719,838,563
6874,68729,839,563
6875,68739,839,565
6876,68749,838,566
6877,68759,838,564
6878,68769,839,564
6879,68779,839,565
6880,68789,839,567
6885,68839,837,565
6886,68849,837,566
6887,68859,836,565
6888,68869,835,566
6889,68879,834,566
6890,68889,833,566
6891,68899,833,566
6892,68909,833,564
6893,68919,833,563
6894,68929,833,562
6895,68939,833,562
6896,68949,833,560
6897,68959,832,558
6898,68969,832,558
6899,68979,833,558
6900,68989,833,555
6901,68999,832,552
6902,69009,832,551
6903,69019,832,550
6904,69029,832,548
6905,69039,832,545
6906,69049,832,546
6907,69059,833,547
6908,69069,834,547
6909,69079,834,547
6910,69089,834,550
6911,69099,835,552
6912,69109,835,554
6913,69119,835,554
6914,69128,836,556
6915,69138,837,560
6916,69148,836,561
6917,69158,835,561
6918,69168,836,562
6919,69178,837,563
6920,69188,837,562
6921,69198,837,560
6922,69208,837,560
6923,69218,838,559
6924,69228,839,558
6927,69258,839,555
6930,69288,840,552
6931,69298,842,552
6932,69308,843,549
6933,69318,844,544
6934,69328,845,543
6935,69338,846,546
6936,69348,847,546
6937,69358,847,543
6938,69368,847,543
6939,69378,848,546
6940,69388,849,546
6941,69398,848,544
6942,69408,847,543
6943,69418,847,544
6944,69428,846,543
6945,69438,844,540
6946,69448,842,539
6947,69458,842,538
6948,69468,842,537
6949,69478,841,533
6950,69488,840,533
6951,69498,840,536
6952,69508,841,538
6953,69518,840,538
6954,69528,840,539
6955,69538,841,541
6956,69548,842,543
6957,69558,841,544
6958,69568,841,544
6959,69578,841,548
6960,69588,842,549
6961,69598,841,549
6962,69608,840,549
6963,69618,840,550
6964,69628,840,552
6965,69638,838,554
6966,69648,837,556
6967,69658,837,560
6968,69668,836,563
6969,69678,835,562
6970,69688,834,562
6971,69698,835,565
6972,69708,835,567
6973,69718,835,567
6974,69728,835,567
6975,69738,837,567
6976,69748,838,563
6977,69758,838,560
6978,69768,839,560
6979,69778,841,563
6980,69788,842,562
6981,69798,843,560
6982,69808,845,560
6983,69818,847,564
6984,69828,848,563
6985,69838,849,563
6986,69848,851,567
6987,69858,852,568
6988,69868,853,568
6989,69878,854,567
6990,69888,854,569
6991,69898,855,571
6992,69908,856,570
6993,69918,856,570
6994,69928,856,572
6995,69938,856,575
6996,69948,856,575
6997,69958,856,575
6998,69968,856,579
6999,69978,856,582
7000,69988,857,582
7001,69998,857,581
7002,70008,856,582
7003,70018,856,584
7004,70028,856,583
7005,70038,856,579
7006,70048,857,580
7007,70058,857,580
7008,70068,856,578
7009,70078,856,575
7010,70088,856,574
7011,70098,855,576
7012,70108,855,576
7013,70118,855,574
7014,70128,855,575
7015,70138,854,578
7016,70148,854,577
7017,70158,854,573
7018,70168,854,573
7019,70178,854,575
7020,70188,854,575
7021,70198,854,572
7022,70208,854,572
7023,70218,853,573
7024,70228,851,570
7025,70238,851,567
7026,70248,851,567
7027,70258,851,568
7028,70268,850,566
7029,70278,848,564
7030,70288,847,563
7031,70298,846,562
7032,70308,843,561
7033,70318,842,561
7034,70328,842,561
7035,70338,840,563
7036,70348,837,563
7037,70358,836,562
7038,70368,836,562
7039,70378,835,563
7040,70388,834,564
7041,70398,833,564
7042,70408,833,565
7043,70418,833,567
7044,70428,833,568
7045,70438,833,568
7046,70448,834,569
7047,70458,834,571
7048,70468,834,572
7049,70478,834,573
7050,70488,834,573
7051,70498,835,574
7052,70508,836,574
7053,70518,835,571
7054,70528,836,571
7055,70538,836,573
7056,70548,836,572
7057,70558,836,572
7058,70568,836,572
7059,70578,836,573
7060,70588,836,574
7061,70598,836,575
7062,70608,836,575
7063,70618,837,576
7064,70628,838,576
7065,70638,838,574
7066,70648,840,574
7067,70658,841,575
7068,70668,840,572
7069,70678,841,570
7070,70688,842,569
7071,70698,843,569
7072,70708,845,570
7073,70718,846,570
7074,70728,847,570
7075,70738,848,572
7076,70748,849,575
7077,70758,852,578
7078,70768,853,579
7079,70778,854,580
7080,70788,856,579
7081,70798,857,579
7082,70807,858,581
7083,70817,858,582
7084,70827,859,582
7085,70837,859,579
7086,70847,860,577
7087,70857,861,576
7088,70867,861,575
7089,70877,861,574
7090,70887,862,573
7092,70897,863,572
7093,70907,865,570
7094,70917,866,571
7095,70927,868,571
7096,70937,868,572
7097,70947,867,572
7098,70957,867,572
7099,70967,868,572
7100,70977,868,573
7101,70987,866,575
7102,70997,865,577
7103,71007,864,577
7104,71017,862,577
7105,71027,860,575
7106,71037,858,576
7107,71047,858,577
7108,71057,857,579
7109,71067,856,579
7110,71077,855,578
7111,71087,856,578
7112,71097,855,579
7113,71107,854,580
7114,71117,853,578
7115,71127,853,578
7116,71137,853,579
7117,71147,853,577
7118,71157,851,576
7119,71167,850,576
7120,71177,849,577
7121,71187,846,576
7122,71197,845,576
7123,71207,846,578
7124,71217,846,580
7125,71227,844,581
7126,71237,843,581
7127,71247,843,582
7128,71257,842,585
7129,71267,841,586
7130,71277,840,587
7131,71287,840,587
7132,71297,839,587
7133,71307,838,587
7134,71317,837,585
7135,71327,836,585
7136,71337,835,587
7137,71347,834,587
7138,71357,832,586
7139,71367,831,585
7140,71377,831,586
7141,71387,831,587
7142,71397,830,587
7143,71407,829,587
7144,71417,828,587
7145,71427,829,587
7146,71437,829,586
7147,71447,828,586
7148,71457,827,586
7149,71467,825,586
7150,71477,822,585
7151,71487,820,586
7152,71497,818,587
7153,71507,817,587
7154,71517,814,587
7155,71527,812,586
7156,71537,810,586
7157,71547,809,586
7158,71557,810,585
7159,71567,811,584
7160,71577,811,583
7161,71587,811,581
7162,71597,813,578
7163,71607,815,577
7164,71617,817,577
7165,71627,818,575
7166,71637,819,574
7167,71647,820,573
7168,71657,821,573
7169,71667,821,574
7170,71677,823,574
7171,71687,825,573
7172,71697,824,574
7173,71707,823,575
7174,71717,823,576
7175,71727,824,576
7176,71737,824,578
7177,71747,823,579
7178,71757,823,579
7179,71767,825,578
7180,71777,824,578
7181,71787,822,578
7182,71797,823,577
7183,71807,824,576
7184,71817,823,576
7185,71827,822,577
7186,71837,821,575
7187,71847,822,574
7188,71857,821,575
7189,71867,819,576
7190,71877,817,577
7191,71887,816,577
7193,71897,814,580
7194,71907,812,582
7195,71917,812,582
7196,71927,812,582
7197,71937,811,583
7198,71947,810,585
7199,71957,809,586
7200,71967,810,586
7201,71977,810,586
7202,71987,809,586
7203,71997,809,585
7204,72007,809,585
7205,72017,808,588
7206,72027,808,588
7207,72037,807,587
7208,72047,806,587
7209,72057,806,587
7210,72067,806,587
7211,72077,806,587
7212,72087,805,587
7213,72097,805,588
7214,72107,806,589
7215,72117,806,590
7216,72127,806,591
7217,72137,807,592
7218,72147,808,592
7219,72157,808,593
7220,72167,808,593
7221,72177,808,593
7222,72187,810,594
7223,72197,810,593
7224,72207,810,592
7225,72217,811,591
7226,72227,811,590
7227,72237,812,588
7228,72247,813,587
7229,72257,814,588
7230,72267,814,588
7231,72277,814,586
7232,72287,814,585
7233,72297,814,585
7234,72307,814,586
7235,72317,814,587
7236,72327,814,589
7237,72337,813,591
7238,72347,812,591
7239,72357,812,591
7240,72367,813,592
7241,72377,814,595
7242,72387,815,597
7243,72397,816,599
7244,72407,817,600
7245,72417,819,602
7246,72427,820,603
7247,72436,821,602
7248,72446,822,602
7249,72457,823,602
7250,72467,823,601
7251,72476,824,601
7252,72486,824,601
7253,72496,824,602
7254,72506,823,603
7255,72516,823,601
7256,72526,822,600
7257,72536,821,602
7258,72546,821,603
7259,72556,819,604
7260,72566,819,605
7261,72576,817,606
7262,72586,816,606
7263,72596,815,603
7264,72606,813,602
7265,72616,813,601
7266,72626,813,601
7267,72636,812,600
7268,72646,811,599
7269,72656,811,598
7270,72666,810,598
7271,72676,810,595
7272,72686,810,595
7273,72696,810,597
7274,72706,810,597
7275,72716,809,597
7276,72726,809,598
7277,72736,808,599
7278,72746,806,601
7279,72756,805,601
7280,72766,805,602
7281,72776,805,604
7282,72786,804,604
7283,72796,803,604
7284,72806,803,605
7285,72816,804,606
7286,72826,804,606
7287,72836,803,604
7288,72846,804,602
7289,72856,805,601
7290,72866,806,601
7291,72876,808,602
7292,72886,809,602
7293,72896,810,602
7294,72906,810,603
7295,72916,810,602
7296,72926,811,602
7297,72936,812,604
7298,72946,812,605
7299,72956,813,607
7300,72966,814,608
7301,72976,814,608
7302,72986,814,609
7303,72996,814,609
7304,73006,814,608
7305,73016,815,609
7306,73026,815,610
7307,73036,816,609
7308,73046,817,609
7309,73056,817,609
7310,73066,817,609
7311,73076,817,610
7312,73086,817,610
7313,73096,817,611
7314,73206,816,612
7315,73216,814,611
7316,73226,814,611
7317,73236,813,612
7318,73246,812,613
7319,73256,809,613
7320,73266,807,612
7321,73276,805,612
7322,73286,803,612
7323,73296,802,612
7324,73306,801,612
7325,73316,800,612
7326,73326,801,611
7327,73336,799,609
7328,73346,799,609
7329,73356,800,609
7330,73366,801,609
7331,73376,800,608
7332,73386,800,608
7333,73396,800,609
7334,73406,800,609
7335,73416,799,607
7336,73426,800,608
7337,73436,800,608
7338,73446,799,607
7339,73456,798,605
7340,73466,799,604
7341,73476,799,604
7342,73486,799,605
7343,73496,799,602
7344,73506,799,602
7345,73516,799,605
7346,73526,799,605
7347,73536,799,602
7348,73546,800,602
7349,73556,801,604
7350,73566,802,605
7351,73576,804,606
7352,73586,805,606
7353,73596,806,606
7354,73606,807,608
7355,73616,808,607
7356,73626,809,607
7357,73636,810,609
7358,73646,810,610
7359,73656,810,608
7360,73666,811,607
7361,73676,812,609
7362,73686,813,609
7363,73696,814,607
7364,73706,814,606
7365,73716,814,606
7366,73726,814,607
7367,73736,813,606
7368,73746,813,606
7369,73756,813,608
7370,73766,812,609
7371,73776,812,607
7372,73786,812,607
7373,73796,811,609
7374,73806,811,609
7375,73816,811,609
7376,73826,811,609
7377,73836,812,612
7378,73846,813,614
7379,73856,814,614
7380,73866,815,615
7381,73876,816,618
7382,73886,816,618
7383,73896,817,617
7384,73906,818,619
7385,73916,819,622
7386,73926,820,623
7387,73936,820,623
7388,73946,821,622
7389,73956,821,623
7390,73966,819,625
7391,73976,818,623
7392,73986,816,623
7393,73996,815,624
7394,74006,813,625
7395,74016,812,624
7396,74026,811,623
7397,74036,810,623
7398,74046,808,623
7399,74056,807,621
7400,74066,808,620
7401,74076,808,619
7402,74086,808,618
7403,74096,808,615
7404,74106,809,613
7405,74115,809,611
7406,74125,809,610
7407,74135,808,609
7408,74146,809,609
7409,74155,809,610
7410,74165,809,609
7411,74175,809,608
7412,74185,810,609
7413,74195,810,610
7414,74205,810,610
7415,74215,812,611
7416,74225,812,610
7417,74235,812,610
7418,74245,813,611
7419,74255,814,610
7420,74265,815,609
7421,74275,816,609
7422,74285,818,609
7423,74295,819,607
7424,74305,819,607
7425,74315,818,605
7426,74325,819,603
7427,74335,820,602
7428,74345,821,601
7429,74355,821,600
7430,74365,821,600
7431,74375,821,599
7432,74385,821,599
7433,74395,822,600
7434,74405,822,601
7435,74415,822,601
7436,74425,822,603
7437,74435,821,603
7438,74445,821,604
7439,74455,819,604
7440,74465,818,605
7441,74475,817,607
7442,74485,815,608
7443,74495,813,607
7444,74505,812,607
7445,74515,811,608
7446,74525,810,608
7447,74535,809,608
7448,74545,809,611
7449,74555,809,613
7450,74565,808,612
7451,74575,807,612
7452,74585,807,613
7453,74595,807,614
7454,74605,806,614
7455,74615,806,614
7456,74625,805,615
7457,74635,805,613
7458,74645,804,612
7459,74655,803,609
7460,74665,803,608
7461,74675,803,607
7462,74685,802,605
7463,74695,801,603
7464,74705,801,602
7465,74715,801,601
7466,74725,801,599
7467,74735,800,598
7468,74745,800,597
7469,74755,800,597
7470,74765,800,598
7471,74775,798,597
7472,74785,798,597
7473,74795,797,596
7474,74805,795,595
7475,74815,794,595
7476,74825,792,595
7477,74835,791,596
7478,74845,790,596
7479,74855,790,595
7480,74865,790,594
7481,74875,791,593
7482,74885,792,592
7483,74895,792,591
7484,74905,794,590
7485,74915,795,590
7486,74925,797,591
7487,74935,797,591
7488,74945,797,591
7489,74955,796,590
7490,74965,796,592
7491,74975,796,592
7492,74985,795,593
7493,74995,793,594
7494,75005,791,594
7495,75015,789,592
7496,75025,787,592
7497,75035,785,592
7498,75045,780,593
7499,75055,775,597
7506,75125,767,595
7507,75135,766,599
7508,75145,763,601
7509,75155,762,604
7510,75165,761,607
7511,75175,761,609
7512,75185,759,610
7513,75195,758,611
7514,75205,758,614
7515,75215,759,616
7516,75225,760,616
7517,75235,761,614
7518,75245,762,613
7519,75255,763,613
7520,75265,764,612
7521,75275,766,610
7522,75285,768,610
7523,75295,769,608
7524,75305,770,605
7525,75315,769,603
7526,75325,770,603
7527,75335,769,604
7528,75345,769,603
7529,75355,767,600
7530,75365,766,599
7531,75375,765,598
7532,75385,763,596
7533,75395,762,593
7534,75405,761,593
7535,75415,760,595
7536,75425,761,595
7537,75435,761,593
7538,75445,762,594
7539,75455,762,596
7540,75465,761,597
7541,75475,761,598
7542,75485,762,601
7543,75495,762,605
7544,75505,763,605
7545,75515,763,604
7546,75525,764,605
7547,75535,765,609
7548,75545,765,609
7549,75555,766,608
7550,75565,768,609
7551,75575,769,608
7552,75585,769,606
7553,75595,771,607
7554,75605,774,609
7555,75615,775,609
7556,75625,776,608
7557,75635,776,606
7558,75645,776,606
7559,75655,777,605
7560,75665,776,603
7561,75675,776,602
7562,75685,776,603
7563,75695,777,603
7564,75705,775,599
7565,75715,775,599
7566,75725,775,600
7567,75735,776,600
7568,75745,775,599
7569,75755,774,599
7570,75765,775,600
7571,75775,775,601
7572,75785,774,601
7573,75794,774,602
7574,75804,773,604
7575,75814,773,605
7576,75824,772,604
7577,75834,771,604
7578,75844,771,606
7579,75854,771,608
