Recording timestamp,Gaze point X,Gaze point Y
40506,756,635
40516,753,631
40526,752,631
40536,752,633
40546,751,636
40556,751,637
40566,750,636
40576,749,635
40586,,
40596,,
40606,747,648
40616,750,641
40626,749,638
40636,747,638
40646,746,639
40656,744,638
40666,743,637
40676,743,637
40686,742,637
40696,742,636
40706,741,635
40716,740,635
40726,739,636
40736,738,636
40746,738,634
40756,738,634
40766,737,635
40776,736,634
40786,736,634
40796,736,635
40799,,
40806,735,636
40816,735,636
40826,736,636
40835,737,637
40845,737,638
40856,738,638
40865,739,638
40875,740,639
40885,740,639
40895,741,638
40905,743,637
40915,743,638
40925,743,638
40935,743,637
40945,744,636
40955,743,636
40965,743,636
40975,742,635
40985,742,635
40995,741,636
41005,740,638
41015,739,637
41025,739,636
41035,738,636
41045,737,637
41055,736,635
41065,736,633
41075,737,632
41085,736,632
41095,736,632
41105,737,630
41115,738,631
41125,739,632
41135,741,629
41145,742,629
41155,743,631
41165,744,633
41175,744,634
41185,745,634
41195,746,634
41205,745,635
41215,745,640
41225,746,645
41235,745,647
41245,745,647
41255,746,645
41265,744,641
41275,743,640
41285,743,641
41295,743,641
41305,743,641
41315,743,640
41325,742,639
41335,742,638
41345,740,636
41355,740,636
41365,739,636
41375,738,635
41385,737,634
41395,737,633
41405,735,632
41415,734,633
41425,734,633
41435,735,633
41445,735,634
41455,735,633
41465,735,632
41475,736,632
41485,736,633
41495,737,633
41505,738,632
41515,740,631
41525,740,630
41535,742,631
41545,746,631
41555,747,631
41565,748,631
41575,749,632
41585,750,633
41595,752,634
41605,754,636
41615,755,638
41625,757,639
41635,758,640
41645,759,640
41655,760,641
41665,762,642
41675,764,642
41685,765,643
41695,765,642
41705,765,641
41715,765,641
41725,764,639
41735,764,639
41745,764,640
41755,763,640
41765,762,641
41775,760,642
41785,,
41795,,
41805,,
41806,,
41815,,
41825,757,643
41835,755,643
41845,749,647
41855,749,647
41865,750,647
41875,750,647
41885,749,648
41895,749,648
41905,750,647
41915,750,647
41925,750,646
41935,751,644
41945,751,643
41955,752,641
41965,752,640
41975,752,639
41985,752,637
41995,751,636
42005,750,637
42015,750,636
42025,750,636
42035,749,637
42045,748,638
42055,747,638
42065,745,639
42075,744,639
42085,743,638
42095,742,637
42105,742,637
42115,743,637
42125,742,636
42135,743,635
42145,744,635
42155,744,635
42165,743,636
42175,743,637
42185,744,639
42195,743,639
42205,741,638
42215,741,638
42225,741,639
42235,741,639
42245,741,640
42255,739,640
42265,738,639
42275,737,638
42285,735,638
42295,734,637
42305,734,636
42315,732,635
42325,730,635
42335,729,634
42345,730,633
42355,729,632
42365,728,631
42375,729,629
42385,729,628
42395,730,627
42405,,
42415,,
42425,729,629
42435,730,628
42445,731,627
42455,732,628
42465,732,629
42475,733,629
42485,733,629
42495,733,631
42504,732,633
42514,731,635
42524,732,635
42534,732,637
42544,731,639
42554,730,639
42564,730,639
42574,731,641
42584,730,642
42594,730,642
42604,731,641
42614,732,640
42624,731,640
42634,732,639
42644,733,639
42654,733,639
42664,733,639
42674,733,639
42684,734,638
42694,735,639
42704,736,640
42714,737,640
42724,738,641
42734,740,642
42744,740,641
42754,742,641
42764,746,643
42774,747,642
42784,747,641
42794,748,640
42804,750,640
42814,752,640
42824,753,639
42834,753,638
42844,754,637
42854,754,637
42864,754,638
42874,752,638
42884,749,634
42894,748,634
42904,746,635
42914,746,634
42924,746,630
42934,744,632
42944,741,635
42954,741,636
42964,741,636
42974,740,636
42984,739,636
42994,740,637
43004,741,637
43014,741,638
43024,741,639
43034,742,639
43044,743,639
43054,745,640
43064,746,642
43074,747,642
43084,749,643
43094,,
43104,,
43114,749,645
43124,750,646
43134,750,646
43144,750,645
43154,750,649
43164,748,656
43174,748,655
43184,748,652
43194,746,653
43204,745,653
43214,742,654
43224,740,655
43234,739,653
43244,736,653
43254,735,652
43264,734,651
43274,732,649
43284,729,646
43294,729,647
43304,729,649
43314,728,648
43324,728,646
43334,728,646
43344,730,647
43354,730,646
43364,729,646
43374,730,645
43384,731,645
43394,730,645
43404,730,645
43414,729,645
43424,729,646
43434,728,646
43444,726,648
43454,725,648
43464,723,647
43474,722,646
43484,720,646
43494,720,647
43504,720,647
43514,719,646
43524,718,646
43534,716,643
43544,716,641
43554,716,639
43564,715,637
43574,715,636
43584,717,633
43594,717,633
43604,717,633
43614,720,633
43624,724,633
43634,726,633
43644,727,633
43654,728,635
43664,730,636
43674,,
43684,,
43694,733,638
43704,734,639
43714,738,640
43724,741,644
43734,742,645
43744,743,647
43754,745,649
43764,746,649
43774,747,650
43784,748,649
43794,748,649
43804,749,650
43814,750,652
43824,750,652
43834,751,653
43844,752,653
43854,753,654
43864,753,654
43874,754,655
43884,755,657
43894,755,659
43904,755,660
43914,756,660
43924,758,661
43934,758,661
43944,757,662
43954,758,663
43964,760,664
43974,761,665
43984,762,664
43994,764,663
44004,766,663
44014,767,663
44024,768,663
44034,769,663
44044,771,662
44054,771,663
44064,770,662
44074,770,661
44084,770,662
44094,769,664
44104,766,664
44114,765,665
44124,765,665
44134,764,665
44144,763,666
44154,763,664
44164,764,664
44173,764,664
44183,763,663
44193,765,663
44203,766,662
44213,765,663
44223,764,663
44233,764,662
44243,765,661
44253,764,662
44263,762,662
44273,762,661
44283,763,661
44293,762,661
44303,760,661
44313,760,660
44323,762,659
44333,762,659
44343,763,659
44353,764,658
44363,767,658
44373,768,658
44383,768,657
44393,769,655
44403,772,654
44413,774,654
44423,774,654
44433,775,653
44443,777,653
44453,778,654
44463,778,654
44473,778,654
44483,780,654
44493,782,655
44503,781,658
44513,780,659
44523,782,660
44533,782,660
44543,781,661
44553,781,660
44563,782,660
44573,782,660
44583,781,660
44593,780,661
44603,780,662
44613,780,662
44623,779,663
44633,779,663
44643,781,664
44653,781,663
44663,780,663
44673,780,663
44683,781,664
44693,782,665
44703,781,664
44713,781,665
44723,781,665
44733,781,664
44743,780,663
44753,780,664
44763,781,665
44773,780,666
44783,779,666
44793,778,665
44803,780,666
44813,782,665
44823,783,665
44833,784,666
44843,785,668
44853,786,669
44863,786,668
44873,787,669
44883,789,670
44893,790,670
44903,791,670
44913,792,670
44923,793,670
44933,793,670
44943,793,669
44953,794,668
44963,794,668
44973,,
44983,,
44993,794,667
45003,794,664
45013,793,662
45023,793,662
45033,791,662
45043,790,661
45053,,
45063,,
45073,788,660
45083,789,661
45093,789,660
45103,788,659
45113,788,660
45123,788,662
45133,788,663
45143,788,662
45153,788,661
45163,789,662
45173,789,662
45183,788,660
45193,787,659
45203,787,659
45213,787,658
45223,787,656
45233,786,656
45243,786,656
45253,787,657
45263,786,656
45273,786,655
45283,787,657
45293,788,658
45303,787,657
45313,786,656
45323,787,658
45333,787,658
45343,787,657
45353,786,657
45363,786,657
45373,786,658
45383,787,657
45393,787,656
45403,789,657
45413,791,657
45423,791,657
45433,791,657
45443,793,658
45453,794,659
45463,795,659
45473,796,659
45483,796,661
45493,795,663
45503,795,663
45513,795,664
45523,796,667
45533,798,668
45543,799,669
45553,798,670
45563,798,672
45573,799,672
45583,799,672
45593,798,671
45603,797,672
45613,795,671
45623,793,668
45633,792,667
45643,790,668
45653,789,667
45663,787,665
45673,785,665
45683,784,665
45693,783,664
45703,782,662
45713,781,662
45723,781,663
45733,781,663
45743,779,662
45753,778,660
45763,779,661
45773,780,661
45783,779,662
45793,778,662
45803,780,663
45813,782,664
45823,781,665
45833,781,666
45843,782,666
45852,782,667
45862,782,666
45872,782,666
45882,783,667
45892,783,667
45902,783,666
45912,783,667
45922,783,668
45932,783,667
45942,783,666
45952,784,666
45962,784,666
45972,785,666
45982,783,664
45992,783,665
46002,783,667
46012,785,665
46022,785,664
46032,784,667
46042,785,668
46052,786,668
46062,786,668
46072,786,669
46082,788,669
46092,790,670
46102,,
46112,,
46122,790,667
46132,791,669
46142,792,670
46152,793,668
46162,793,667
46172,794,667
46182,797,667
46192,799,668
46202,799,668
46212,799,668
46222,800,670
46232,800,670
46242,800,671
46252,,
46262,,
46272,,
46282,,
46292,799,668
46302,800,667
46312,801,666
46322,799,664
46332,798,660
46342,799,659
46352,799,657
46362,799,655
46372,797,654
46382,796,653
46392,796,652
46402,795,652
46412,794,651
46422,793,652
46432,792,652
46442,790,651
46452,787,650
46462,786,650
46472,786,650
46482,787,650
46492,787,649
46502,787,649
46512,790,648
46522,794,645
46532,794,644
46542,797,642
46552,800,641
46562,800,640
46572,799,637
46582,799,637
46592,800,637
46602,801,635
46612,800,633
46622,801,632
46632,802,632
46642,802,632
46652,801,630
46662,801,629
46672,801,629
46682,801,627
46692,800,626
46702,799,626
46712,799,627
46722,798,626
46732,797,625
46742,796,624
46752,796,624
46762,796,622
46772,796,621
46782,796,621
46792,796,620
46802,796,619
46812,797,618
46822,797,618
46832,797,618
46842,796,618
46852,796,618
46862,796,620
46872,795,620
46882,794,620
46892,793,620
46902,,
46912,,
46922,791,619
46932,790,618
46942,788,617
46952,786,615
46962,785,614
46972,784,612
46982,781,611
46992,778,608
47002,776,606
47012,775,605
47022,775,604
47032,774,604
47042,771,604
47052,771,604
47062,770,604
47072,770,603
47082,769,603
47092,769,603
47102,769,604
47112,769,605
47122,768,606
47132,768,606
47142,768,605
47152,768,604
47162,767,604
47172,767,604
47182,767,603
47192,767,602
47202,767,601
47212,767,600
47222,769,599
47232,770,599
47242,770,599
47252,771,598
47262,772,598
47272,773,598
47282,775,599
47292,776,600
47302,776,599
47312,778,598
47322,778,598
47332,778,598
47342,781,598
47352,782,598
47362,782,598
47372,784,597
47382,784,597
47392,785,596
47402,786,596
47412,788,596
47422,790,597
47432,790,598
47442,790,599
47452,790,598
47462,791,598
47472,791,599
47482,791,600
47491,792,603
47501,791,604
47511,791,606
47521,792,608
47531,792,609
47542,792,610
47552,792,612
47561,792,614
47571,791,614
47581,791,614
47591,790,613
47601,,
47611,,
47621,789,612
47631,788,612
47641,785,611
47651,,
47661,,
47671,,
47681,,
47691,784,607
47701,782,606
47711,780,604
47721,779,602
47731,778,602
47741,777,601
47751,775,599
47761,772,597
47771,771,598
47781,771,599
47791,772,600
47801,771,601
47811,770,603
47821,768,604
47831,768,604
47841,768,604
47851,768,604
47861,769,606
47871,770,605
47881,770,605
47891,770,606
47901,771,608
47911,772,608
47921,773,607
47931,773,607
47941,773,610
47951,773,610
47961,774,611
47971,775,612
47981,775,613
47991,776,614
48001,776,616
48011,776,618
48021,777,620
48031,778,621
48041,779,621
48051,777,623
48061,776,626
48071,777,627
48081,778,627
48091,778,627
48101,778,627
48111,,
48121,,
48131,778,628
48141,,
48151,,
48161,778,631
48171,777,632
48181,778,634
48191,779,635
48201,778,636
48211,776,637
48221,775,638
48231,774,638
48241,773,637
48251,772,636
48261,770,634
48271,,
48281,,
48291,769,634
48301,766,630
48311,764,628
48321,763,628
48331,760,626
48341,758,624
48351,754,624
48361,751,624
48371,749,626
48381,747,627
48391,746,626
48401,745,627
48411,744,628
48421,744,627
48431,744,625
48441,743,626
48451,744,627
48461,744,627
48471,744,626
48481,746,625
48491,747,626
48501,750,626
48511,752,626
48521,754,627
48531,756,629
48541,758,630
48551,760,630
48561,763,630
48571,767,630
48581,769,629
48591,771,629
48601,773,628
48611,775,628
48621,776,628
48631,777,627
48641,779,627
48651,780,629
48661,780,630
48671,779,630
48681,779,632
48691,781,635
48701,779,638
48711,778,642
48721,777,643
48731,776,643
48741,775,645
48751,775,645
48761,774,645
48771,774,646
48781,773,648
48791,772,652
48801,772,651
48811,773,650
48821,,
48831,,
48841,772,649
48851,771,649
48861,771,648
48871,768,648
48881,766,648
48891,765,646
48901,763,643
48911,761,641
48921,758,640
48931,754,639
48941,752,639
48951,750,638
48961,749,638
48971,748,638
48981,746,637
48991,744,637
49001,741,638
49011,740,637
49021,740,634
49031,739,635
49041,739,635
49051,739,634
49061,740,633
49071,741,632
49081,741,631
49091,743,630
49101,744,629
49111,746,630
49121,747,630
49131,750,628
49141,752,627
49151,752,628
49161,753,628
49170,754,628
49180,757,628
49190,759,629
49200,760,629
49210,760,629
49220,761,629
49230,761,629
49240,761,630
49250,762,630
49260,763,630
49270,763,632
49280,764,634
49290,765,635
49300,766,637
49310,767,639
49320,768,639
49330,769,639
49340,770,640
49350,771,643
49360,771,645
49370,772,647
49380,772,648
49390,772,650
49400,771,650
49410,770,650
49420,770,651
49430,770,654
49440,769,655
49450,769,655
49460,769,655
49470,769,655
49480,768,653
49490,768,652
49500,768,651
49510,769,651
49520,770,651
49530,771,651
49540,772,652
49550,773,654
49560,773,656
49570,774,658
49580,774,659
49590,774,658
49600,774,657
49610,773,656
49620,773,655
49630,772,653
49640,769,654
49650,765,658
49660,764,659
49670,762,658
49680,759,656
49690,757,654
49700,756,654
49710,756,653
49720,753,651
49730,749,648
49740,748,647
49750,747,646
49760,745,646
49770,745,644
49780,744,644
49790,743,645
49800,741,646
49810,740,646
49820,739,646
49830,739,648
49840,737,649
49850,736,650
49860,736,650
49870,735,650
49880,734,652
49890,733,653
49900,732,653
49910,731,655
49920,731,658
49930,729,659
49940,728,660
49950,726,661
49960,723,663
49970,722,663
49980,721,663
49990,720,663
50000,720,664
50010,719,664
50020,719,664
50030,718,664
50040,717,665
50050,716,664
50060,716,663
50070,716,662
50080,715,660
50090,714,658
50100,715,655
50110,716,652
50120,716,648
50130,718,645
50140,722,642
50150,724,639
50160,726,639
50170,728,639
50180,730,639
50190,732,640
50200,734,642
50210,736,643
50220,737,645
50230,739,647
50240,739,648
50250,740,649
50260,741,650
50270,740,651
50280,737,654
50290,737,652
50300,739,650
50310,741,652
50320,744,651
50330,749,642
50340,752,643
50350,753,647
50360,752,650
50370,757,651
50380,765,650
50390,765,654
50400,763,657
50410,764,658
50420,766,660
50430,767,661
50440,769,659
50450,771,656
50460,774,655
50470,776,656
50480,776,656
50490,777,655
50500,780,653
50510,784,649
50520,783,648
50530,783,648
50540,785,648
50550,786,648
50560,786,647
50570,787,646
50580,788,645
50590,789,645
50600,789,644
50610,789,645
50620,790,645
50630,792,645
50640,792,646
50650,792,646
50660,792,648
50670,792,649
50680,792,650
50690,792,649
50700,791,651
50710,791,657
50720,789,656
50730,784,650
50740,783,652
50750,784,655
50760,783,656
50770,782,655
50780,782,654
50790,781,653
50800,780,652
50810,777,649
50820,777,650
50830,778,654
50830,,
50839,777,653
50849,774,649
50859,773,650
50869,770,650
50879,765,654
50889,761,661
50899,758,661
50909,755,660
50919,752,659
50929,749,655
50939,747,655
50949,746,653
50959,747,649
50969,747,649
50979,746,647
50989,744,645
50999,742,644
51009,741,643
51019,740,643
51029,739,643
51039,738,642
51049,738,641
51059,738,640
51069,737,640
51079,737,639
51089,740,633
51099,742,633
51109,744,633
51119,744,634
51129,745,635
51139,747,635
51149,747,636
51159,747,637
51169,748,638
51179,749,639
51189,748,640
51199,747,642
51209,746,643
51219,746,643
51229,745,643
51239,743,644
51249,742,643
51259,742,641
51269,741,641
51279,739,640
51289,739,639
51299,739,638
51309,739,638
51319,740,637
51329,741,636
51339,742,636
51349,743,638
51359,743,640
51369,746,640
51379,749,642
51389,751,643
51399,754,644
51409,758,644
51419,759,646
51429,760,647
51439,759,647
51449,760,647
51459,763,648
51469,765,649
51479,766,649
51489,766,650
51499,766,651
51509,767,653
51519,766,655
51529,765,656
51539,766,657
51549,765,659
51559,763,659
51569,761,658
51579,760,659
51589,758,660
51599,755,661
51609,753,661
51619,752,660
51629,750,660
51639,749,660
51649,748,657
51659,749,655
51669,750,655
51679,750,653
51689,752,646
51699,756,644
51709,761,641
51719,763,643
51729,766,646
51739,770,646
51749,773,648
51759,773,649
51769,773,648
51779,773,647
51789,773,648
51799,770,650
51809,769,650
51819,770,647
51829,769,646
51830,,
51839,768,646
51849,767,645
51859,767,643
51869,767,642
51879,767,641
51889,767,639
51899,768,639
51909,768,641
51919,769,640
51929,769,636
51939,771,637
51949,774,641
51959,775,643
51969,777,643
51979,781,644
51989,785,643
51999,786,642
52009,786,640
52019,786,638
52029,787,637
52039,787,636
52049,788,635
52059,789,636
52069,789,639
52079,787,639
52089,787,639
52099,788,641
52109,788,647
52119,788,647
52129,786,645
52139,785,647
52149,784,647
52159,782,645
52169,780,643
52179,779,643
52189,779,645
52199,778,644
52209,777,643
52219,776,643
52229,775,644
52239,773,642
52249,772,641
52259,772,641
52269,772,641
52279,771,640
52289,770,638
52299,770,638
52309,771,640
52319,770,640
52329,768,635
52339,769,636
52349,771,640
52359,771,640
52369,770,640
52379,770,640
52389,771,642
52399,770,642
52409,769,641
52419,769,641
52429,769,641
52439,767,640
52449,766,637
52459,766,638
52469,767,639
52479,767,638
52489,767,636
52499,769,636
52508,771,639
52518,771,639
52528,770,637
52538,771,638
52548,772,640
52558,772,639
52568,772,639
52578,773,640
52588,773,640
52598,772,639
52608,771,638
52618,772,639
52628,773,639
52638,772,639
52648,770,641
52658,771,641
52668,771,643
52678,770,643
52688,770,643
52698,771,645
52708,771,646
52718,,
52728,,
52738,,
52748,,
52758,771,645
52768,770,646
52778,770,645
52788,772,643
52798,772,642
52808,772,642
52818,772,642
52828,773,643
52838,773,643
52848,773,641
52858,775,641
52868,777,641
52878,778,641
52888,779,639
52898,781,638
52908,782,637
52918,782,637
52928,783,635
52938,785,634
52948,785,634
52958,786,634
52968,786,631
52978,787,630
52988,787,632
52998,787,633
53008,787,631
53018,787,629
53028,788,629
53038,787,628
53048,785,627
53058,784,626
53068,784,626
53078,783,625
53088,781,623
53098,780,622
53108,779,622
53118,779,621
53128,778,619
53138,777,618
53148,778,618
53158,780,618
53168,779,618
53178,780,618
53188,784,618
53198,786,618
53208,787,617
53218,788,618
53228,789,619
53238,788,620
53248,788,620
53258,789,621
53268,789,621
53278,789,622
53288,789,622
53298,788,621
53308,788,623
53318,787,624
53328,786,623
53338,784,623
53348,785,626
53358,784,628
53368,783,628
53378,783,629
53388,783,629
53398,783,628
53408,782,626
53418,781,625
53428,780,625
53438,780,624
53448,779,622
53458,779,622
53468,779,621
53478,778,620
53488,776,619
53498,774,619
53508,775,620
53518,779,620
53528,793,626
53538,798,628
53548,800,626
53558,802,624
53568,802,622
53578,804,619
53588,807,617
53598,807,616
53608,807,616
53618,808,618
53628,809,618
53638,810,617
53648,811,618
53658,813,619
53668,814,621
53678,815,622
53688,815,622
53698,815,623
53708,816,623
53718,815,623
53728,815,622
53738,815,622
53748,814,621
53758,812,620
53768,808,619
53778,805,617
53788,803,617
53798,801,618
53808,800,619
53818,797,620
53828,795,621
53838,795,622
53848,794,623
53858,792,625
53868,792,625
53878,791,627
53888,792,627
53898,792,628
53908,792,628
53918,794,628
53928,796,628
53938,798,627
53948,800,625
53958,,
53968,,
53978,804,625
53988,806,625
53998,808,625
54008,810,626
54018,811,626
54028,812,627
54038,813,627
54048,814,628
54058,815,630
54068,816,631
54078,817,635
54088,816,642
54098,814,645
54108,812,647
54118,813,648
54128,812,648
54138,811,648
54147,810,647
54158,808,647
54168,804,649
54177,800,649
54187,796,648
54197,793,647
54207,791,647
54217,788,647
54227,785,646
54237,782,647
54247,780,647
54257,777,647
54267,775,645
54277,773,643
54287,771,645
54297,768,651
54307,767,646
54317,764,640
54327,761,637
54337,760,636
54347,759,633
54357,758,632
54367,758,631
54377,758,630
54387,758,628
54397,758,627
54407,759,628
54417,760,629
54427,761,629
54437,763,630
54447,765,632
54457,766,633
54467,768,631
54477,770,632
54487,773,634
54497,774,634
54507,774,634
54517,775,634
54527,776,634
54537,776,634
54547,774,632
54557,774,632
54567,773,636
54577,769,639
54587,768,637
54597,766,635
54607,765,633
54617,763,632
54627,762,630
54637,761,630
54647,760,630
54657,760,628
54667,758,627
54677,764,618
54687,772,611
54697,776,611
54707,779,609
54717,781,608
54727,785,605
54737,781,610
54747,766,618
54757,776,609
54767,791,604
54777,787,611
54787,781,614
54797,784,616
54807,787,626
54817,789,626
54827,790,624
54837,791,625
54847,792,629
54857,792,630
54867,793,630
54877,795,631
54887,795,633
54897,795,634
54907,796,632
54917,796,632
54927,796,635
54937,796,635
54947,796,631
54957,796,630
54967,796,629
54977,794,629
54987,794,627
54997,794,627
55007,794,627
55017,793,627
55027,791,626
55037,791,625
55047,789,627
55057,791,621
55067,797,616
55077,799,615
55087,799,615
55097,798,614
55107,797,614
55117,798,614
55127,798,614
55137,798,613
55147,799,612
55157,800,612
55167,801,612
55177,795,614
55187,784,621
55197,779,621
55207,,
55217,,
55227,,
55237,,
55247,785,624
55257,781,623
55267,780,623
55277,782,622
55287,782,622
55297,781,621
55307,782,620
55317,785,622
55327,790,626
55337,791,625
55347,791,624
55357,792,626
55367,793,628
55377,792,629
55387,792,629
55397,793,630
55407,794,631
55417,793,630
55427,793,629
55437,794,629
55447,794,629
55457,794,630
55467,795,629
55477,796,628
55487,797,628
55497,797,627
55507,797,625
55517,797,625
55527,797,626
55537,796,625
55547,792,621
55557,791,623
55567,791,625
55577,788,624
55587,786,623
55597,785,624
55607,784,625
55617,783,625
55627,779,624
55637,778,624
55647,777,625
55657,774,625
55667,772,625
55677,771,627
55687,770,628
55697,768,628
55707,766,628
55717,767,627
55727,768,627
55737,768,626
55747,768,624
55757,770,623
55767,771,622
55777,772,621
55787,774,620
55797,777,619
55807,779,619
55816,781,619
55827,782,617
55837,783,616
55846,785,618
55856,787,618
55866,788,616
55876,790,614
55886,791,618
55896,790,622
55906,789,622
55916,790,622
55926,791,623
55936,790,625
55946,790,622
55956,790,622
55966,790,625
55976,790,628
55986,789,627
55996,789,627
56006,791,628
56016,790,629
56026,789,628
56036,789,626
56046,790,626
56056,790,626
56066,789,625
56076,789,626
56086,790,627
56096,790,627
56106,789,625
56116,790,624
56126,791,624
56136,793,624
56146,793,622
56156,794,622
56166,795,623
56176,795,622
56186,794,620
56196,794,620
56206,796,622
56216,797,623
56226,797,623
56236,797,624
56246,796,626
56256,796,627
56266,795,627
56276,795,629
56286,796,633
56296,795,634
56306,793,633
56316,792,633
56326,791,635
56336,791,635
56346,789,634
56356,789,634
56366,788,633
56376,787,631
56386,786,628
56396,786,627
56406,787,628
56416,786,626
56426,787,626
56436,794,627
56446,793,628
56456,793,628
56466,792,625
56476,793,625
56486,795,628
56496,795,628
56506,795,628
56516,797,630
56526,798,631
56536,797,631
56546,796,630
56556,797,631
56566,798,634
56576,798,634
56586,797,635
56596,796,636
56606,,
56616,,
56626,,
56636,,
56646,797,638
56656,795,640
56666,794,639
56676,794,639
56686,795,638
56696,794,637
56706,792,636
56716,793,635
56726,794,635
56736,793,634
56746,793,632
56756,793,632
56766,794,632
56776,794,630
56786,794,628
56796,795,625
56806,796,625
56816,796,625
56826,796,622
56836,798,622
56846,799,623
56856,800,622
56866,800,620
56876,801,619
56886,802,620
56896,804,619
56906,806,615
56916,808,616
56926,810,617
56936,810,617
56946,810,616
56956,811,615
56966,811,615
56976,811,615
56986,811,616
56996,811,617
57006,,
57016,,
57026,811,617
57036,811,617
57046,810,616
57056,810,616
57066,811,615
57076,810,615
57086,810,615
57096,812,614
57106,813,611
57116,,
57126,,
57136,,
57146,,
57156,815,614
57166,818,610
57176,821,606
57186,824,602
57196,826,600
57206,829,599
57216,831,598
57226,831,597
57236,832,595
57246,833,593
57256,833,591
57266,831,590
57276,829,589
57286,826,589
57296,823,589
57306,821,589
57316,817,589
57326,815,589
57336,813,591
57346,812,594
57356,810,595
57366,808,596
57376,807,597
57386,806,599
57396,805,597
57406,803,596
57416,802,596
57426,802,596
57436,801,593
57446,800,591
57456,800,589
57466,800,587
57476,799,585
57486,800,585
57495,801,584
57505,802,582
57515,803,578
57525,804,575
57535,805,572
57545,807,570
57555,809,569
57565,811,568
57575,813,567
57585,814,566
57595,816,566
57605,818,567
57615,820,568
57625,822,568
57635,823,570
57645,824,572
57655,825,573
57665,826,574
57675,827,575
57685,828,576
57695,827,577
57705,827,577
57715,827,579
57725,827,581
57735,827,581
57745,827,581
57755,,
57765,,
57775,828,580
57785,826,581
57795,825,580
57805,824,578
57815,824,576
57825,822,574
57835,821,572
57845,819,569
57855,818,568
57865,816,566
57875,814,564
57885,812,563
57895,811,563
57905,811,564
57915,811,564
57925,811,564
57935,811,564
57945,812,564
57955,812,563
57965,812,561
57975,813,561
57985,815,561
57995,818,560
58005,819,559
58015,821,559
58025,823,559
58035,825,559
58045,827,558
58055,830,559
58065,832,560
58075,834,561
58085,836,562
58095,837,563
58105,839,564
58115,840,565
58125,840,565
58135,841,565
58145,841,566
58155,840,567
58165,841,567
58175,840,567
58185,840,568
58195,840,569
58205,838,569
58215,837,568
58225,836,568
58235,836,568
58245,835,570
58255,834,570
58265,833,569
58275,831,569
58285,830,567
58295,830,566
58305,829,566
58315,829,565
58325,828,566
58335,826,566
58345,827,565
58355,827,564
58365,828,564
58375,829,563
58385,830,563
58395,831,562
58405,833,561
58415,835,560
58425,,
58435,,
58445,838,555
58455,841,555
58465,844,554
58475,847,551
58485,851,546
58495,853,546
58505,855,546
58515,857,545
58525,860,545
58535,863,545
58545,865,547
58555,865,548
58565,866,550
58575,866,552
58585,866,554
58595,866,555
58605,866,558
58615,866,560
58625,865,562
58635,863,563
58645,863,561
58655,863,563
58665,859,567
58675,859,567
58685,861,565
58695,861,567
58705,860,567
58715,859,566
58725,859,565
58735,858,564
58745,855,565
58755,853,563
58765,852,558
58775,850,558
58785,847,558
58795,846,556
58805,846,554
58815,845,552
58825,845,552
58835,845,552
58845,845,550
58855,845,548
58865,847,548
58875,849,550
58885,852,549
58895,855,548
58905,856,546
58915,858,542
58925,860,539
58935,862,538
58945,863,538
58955,865,534
58965,868,532
58975,869,532
58985,869,530
58995,868,530
59005,867,531
59015,867,534
59025,866,536
59035,865,536
59045,865,535
59055,863,538
59065,861,542
59075,859,545
59085,,
59095,,
59105,860,547
59115,858,548
59125,856,547
59135,854,546
59145,852,546
59155,849,546
59164,847,546
59174,845,544
59184,843,544
59194,842,543
59204,840,539
59214,839,536
59224,838,534
59234,837,532
59244,836,531
59254,835,530
59264,833,527
59274,833,526
59284,833,524
59294,835,521
59304,839,520
59314,841,520
59324,843,520
59334,844,521
59344,846,520
59354,849,521
59364,851,522
59374,852,522
59384,853,522
59394,855,523
59404,855,525
59414,854,527
59424,855,528
59434,855,529
59444,855,530
59454,854,531
59464,853,531
59474,851,532
59484,851,533
59494,850,534
59504,850,534
59514,849,535
59524,848,536
59534,846,536
59544,846,537
59554,845,537
59564,845,538
59574,845,538
59584,844,537
59594,844,537
59604,843,536
59614,842,535
59624,843,534
59634,844,533
59644,842,532
59654,842,531
59664,841,530
59674,,
59684,,
59694,842,529
59704,841,530
59714,837,533
59724,839,532
59734,845,526
59744,849,522
59754,,
59764,,
59774,,
59784,,
59794,853,517
59804,855,519
59814,857,521
59824,858,521
59834,861,517
59844,862,515
59854,863,520
59864,865,549
59874,882,567
59884,887,588
59894,871,697
59904,878,771
59914,848,778
59924,823,743
59934,831,715
59944,841,677
59954,853,583
59964,857,523
59974,856,531
59984,860,534
59994,862,526
60004,864,527
60014,870,531
60024,868,532
60034,867,533
60044,874,534
60054,876,532
60064,876,531
60074,880,527
60084,884,528
60094,884,534
60104,885,535
60114,887,535
60124,889,536
60134,892,537
60144,894,541
60154,895,544
60164,897,544
60174,899,543
60184,901,542
60194,904,542
60204,907,541
60214,910,541
60224,913,538
60234,919,534
60244,927,529
60254,934,524
60264,939,521
60274,942,523
60284,948,522
60294,955,520
60304,960,524
60314,964,523
60324,967,519
60334,969,518
60344,971,517
60354,974,516
60364,976,514
60374,978,512
60384,979,513
60394,978,513
60404,982,506
60414,984,506
60424,984,510
60434,982,513
60444,981,513
60454,981,512
60464,979,513
60474,976,515
60484,973,517
60494,969,517
60504,965,516
60514,962,517
60524,959,522
60534,954,526
60544,947,530
60554,941,533
60564,938,537
60574,937,541
60584,931,546
60594,925,549
60604,924,550
60614,923,551
