Recording timestamp,Gaze point X,Gaze point Y
20238,762,505
20248,762,507
20258,762,510
20268,762,512
20278,762,513
20288,762,516
20298,762,518
20308,763,517
20318,763,514
20328,762,514
20338,762,514
20348,763,512
20358,763,508
20368,763,508
20378,762,508
20388,763,507
20398,762,505
20408,762,506
20418,763,510
20428,764,511
20438,764,513
20448,764,515
20458,764,518
20468,766,520
20478,768,522
20488,769,524
20498,770,528
20508,771,529
20518,771,529
20528,771,529
20538,772,528
20548,773,527
20558,773,529
20568,773,529
20578,773,529
20588,773,527
20598,774,526
20608,,
20618,,
20628,,
20638,,
20648,773,523
20658,773,521
20668,774,519
20678,775,517
20688,774,516
20698,774,514
20708,774,512
20718,773,510
20728,773,509
20736,,
20738,773,509
20748,772,510
20758,,
20768,,
20778,,
20788,,
20798,773,514
20808,773,515
20818,773,518
20828,772,519
20838,772,520
20848,771,524
20858,770,525
20867,768,526
20877,766,530
20887,764,531
20897,763,532
20907,760,532
20917,757,532
20927,756,532
20937,754,532
20947,753,531
20957,753,530
20967,752,530
20977,752,529
20987,753,527
20997,751,527
21007,751,527
21017,752,527
21027,753,527
21037,754,526
21047,754,527
21057,754,528
21067,753,526
21077,753,525
21087,753,525
21097,753,525
21107,753,523
21117,753,523
21127,751,522
21137,749,521
21147,748,519
21157,748,518
21167,748,519
21177,747,518
21187,746,518
21197,746,519
21207,745,520
21217,745,520
21227,745,521
21237,745,523
21247,745,525
21257,744,525
21267,743,526
21277,743,528
21287,,
21297,,
21307,744,529
21317,742,527
21327,741,527
21337,741,528
21347,741,527
21357,741,527
21367,741,527
21377,742,530
21387,742,530
21397,742,529
21407,741,529
21417,742,532
21427,742,532
21437,742,531
21447,742,531
21457,743,532
21467,743,530
21477,743,528
21487,743,527
21497,744,528
21507,745,528
21517,745,526
21527,746,526
21537,748,526
21547,749,527
21557,749,528
21567,750,528
21577,750,530
21587,750,531
21597,750,532
21607,750,533
21617,750,535
21627,749,538
21637,748,539
21647,747,539
21657,747,539
21667,747,540
21677,746,542
21687,747,543
21697,747,543
21707,746,543
21717,746,542
21727,746,542
21736,,
21737,746,541
21747,745,541
21757,744,543
21767,744,543
21777,745,542
21787,745,542
21797,745,541
21807,745,541
21817,745,541
21827,746,540
21837,747,540
21847,749,542
21857,750,541
21867,750,542
21877,751,542
21887,751,542
21897,751,544
21907,752,546
21917,753,546
21927,754,546
21937,755,545
21947,756,544
21957,,
21967,,
21977,758,544
21987,,
21997,,
22007,759,541
22017,761,541
22027,763,540
22037,764,538
22047,765,535
22057,764,533
22067,763,530
22077,763,529
22087,763,528
22097,762,527
22107,760,527
22117,759,526
22127,,
22137,,
22147,757,525
22157,756,525
22167,755,525
22177,754,525
22187,755,527
22197,755,529
22207,753,530
22217,752,531
22227,752,533
22237,752,534
22247,752,535
22257,751,536
22267,751,538
22277,752,538
22287,751,539
22297,750,539
22307,751,538
22317,752,537
22327,752,536
22337,752,536
22347,753,537
22357,754,537
22367,755,537
22377,755,538
22387,756,539
22397,757,540
22407,757,542
22417,756,543
22427,756,543
22437,757,542
22447,757,542
22457,756,543
22467,756,543
22477,756,543
22487,756,542
22497,755,541
22507,755,540
22517,755,540
22527,755,541
22537,754,540
22546,754,538
22556,753,537
22566,752,537
22576,,
22586,,
22596,751,536
22606,751,536
22616,751,536
22626,751,536
22636,751,536
22646,750,535
22656,750,536
22666,751,537
22676,751,538
22686,753,539
22696,753,541
22706,753,542
22716,753,542
22726,754,541
22736,754,541
22746,754,543
22756,754,543
22766,755,544
22776,757,544
22786,757,543
22796,756,540
22806,758,540
22816,758,540
22826,757,540
22836,756,539
22846,756,537
22856,756,536
22866,755,534
22876,753,532
22886,752,532
22896,752,534
22906,751,533
22916,751,531
22926,751,531
22936,751,532
22946,751,532
22956,751,531
22966,751,531
22976,753,532
22986,753,532
22996,752,531
23006,754,531
23016,755,531
23026,755,534
23036,756,534
23046,757,534
23056,758,534
23066,759,534
23076,758,534
23086,758,534
23096,759,535
23106,757,536
23116,757,536
23126,756,535
23136,756,535
23146,756,536
23156,755,537
23166,754,537
23176,753,539
23186,752,540
23196,751,540
23206,751,543
23216,750,544
23226,748,543
23236,747,543
23246,745,543
23256,743,543
23266,742,543
23276,742,543
23286,741,542
23296,740,542
23306,739,538
23316,739,538
23326,739,540
23336,738,540
23346,738,541
23356,739,542
23366,738,543
23376,737,543
23386,737,542
23396,736,542
23406,735,542
23416,734,543
23426,735,543
23436,736,544
23446,736,544
23456,735,545
23466,735,545
23476,736,546
23486,736,548
23496,737,548
23506,739,549
23516,740,550
23526,740,550
23536,740,550
23546,740,551
23556,741,551
23566,742,552
23576,743,553
23586,743,551
23596,743,551
23606,743,551
23616,742,550
23626,741,548
23636,,
23646,,
23656,742,548
23666,741,547
23676,740,546
23686,737,543
23696,737,543
23706,738,547
23716,736,547
23726,734,545
23736,734,546
23746,734,547
23756,733,547
23766,732,546
23776,733,548
23786,735,551
23796,734,550
23806,732,547
23816,733,547
23826,735,548
23836,735,550
23846,736,553
23856,738,554
23866,739,554
23876,739,554
23886,740,554
23896,740,554
23906,,
23916,,
23926,744,559
23936,744,559
23946,744,561
23956,746,561
23966,747,561
23976,747,561
23986,747,563
23996,747,565
24006,747,567
24016,747,567
24026,746,568
24036,747,570
24046,747,571
24056,747,571
24066,745,572
24076,745,574
24086,746,576
24096,746,576
24106,745,577
24116,745,579
24126,745,581
24136,743,580
24146,742,579
24156,742,581
24166,742,582
24176,741,581
24186,739,581
24196,738,583
24206,737,585
24215,735,585
24225,734,585
24235,734,587
24245,734,589
24255,733,589
24265,733,589
24275,734,590
24285,740,594
24295,739,594
24305,740,595
24315,742,595
24325,744,596
24335,744,597
24345,745,597
24355,747,597
24365,749,600
24375,751,600
24385,751,599
24395,752,598
24405,752,598
24415,752,597
24425,753,596
24435,754,595
24445,755,593
24455,754,591
24465,753,588
24475,753,588
24485,753,588
24495,753,587
24505,752,585
24515,752,583
24525,751,582
24535,751,581
24545,749,580
24555,749,580
24565,749,579
24575,748,578
24585,747,577
24595,747,578
24605,747,579
24615,747,579
24625,746,578
24635,745,578
24645,746,581
24655,746,583
24665,744,582
24675,744,582
24685,744,583
24695,743,583
24705,742,583
24715,742,584
24725,740,585
24735,739,586
24745,738,586
24755,737,586
24765,738,587
24775,738,588
24785,738,588
24795,738,589
24805,739,589
24815,740,590
24825,742,592
24835,743,591
24845,744,590
24855,744,590
24865,744,589
24875,745,589
24885,747,589
24895,747,588
24905,746,587
24915,747,588
24925,747,587
24935,747,587
24945,747,587
24955,748,589
24965,748,589
24975,747,589
24985,746,588
24995,746,588
25005,747,588
25015,747,588
25025,746,588
25035,746,588
25045,744,588
25055,744,588
25065,743,588
25075,,
25085,,
25095,743,590
25105,742,590
25115,742,590
25125,,
25135,,
25145,740,592
25155,739,592
25165,,
25175,,
25185,,
25195,,
25205,741,593
25215,740,595
25225,740,596
25235,740,597
25245,740,596
25255,740,596
25265,739,597
25275,739,598
25285,740,598
25295,740,598
25305,739,598
25315,739,597
25325,740,597
25335,741,598
25345,739,598
25355,739,598
25365,740,598
25375,741,597
25385,740,597
25395,740,596
25405,740,595
25415,740,595
25425,739,595
25435,739,596
25445,740,597
25455,741,598
25465,742,598
25475,744,599
25485,745,600
25495,746,601
25505,747,603
25515,749,604
25525,751,605
25535,752,605
25545,753,605
25555,755,605
25565,755,605
25575,755,605
25585,755,604
25595,756,604
25605,756,604
25615,756,604
25625,755,603
25635,756,601
25645,755,600
25655,754,600
25665,753,600
25675,754,599
25685,754,599
25695,754,599
25705,754,599
25715,757,600
25725,761,602
25735,761,602
25745,761,601
25755,763,600
25765,765,600
25775,763,600
25785,756,598
25795,749,598
25805,744,600
25815,741,601
25825,739,602
25835,739,603
25845,739,604
25854,737,605
25864,736,606
25875,735,606
25884,734,607
25894,732,610
25904,729,613
25914,727,612
25924,724,608
25934,722,607
25944,719,606
25954,719,605
25964,717,604
25974,717,604
25984,718,605
25994,720,605
26004,722,605
26014,726,606
26024,730,608
26034,733,607
26044,736,607
26054,738,607
26064,740,607
26074,742,607
26084,743,607
26094,744,607
26104,744,608
26114,745,609
26124,744,609
26134,744,611
26144,745,611
26154,745,610
26164,745,610
26174,744,610
26184,744,611
26194,744,611
26204,744,610
26214,743,610
26224,742,609
26234,742,609
26244,741,609
26254,742,609
26264,743,610
26274,744,609
26284,745,608
26294,745,610
26304,746,610
26314,747,610
26324,750,611
26334,752,611
26344,753,612
26354,755,613
26364,756,613
26374,758,613
26384,760,614
26394,761,614
26404,764,614
26414,765,613
26424,765,613
26434,767,613
26444,769,612
26454,770,611
26464,771,612
26474,772,612
26484,773,610
26494,773,609
26504,773,609
26514,773,608
26524,774,607
26534,774,606
26544,773,606
26554,773,604
26564,773,602
26574,773,601
26584,772,602
26594,772,603
26604,,
26614,,
26624,,
26634,,
26644,771,601
26654,769,603
26664,767,604
26674,765,604
26684,764,604
26694,762,606
26704,760,608
26714,758,608
26724,757,607
26734,756,607
26744,756,608
26754,756,607
26764,756,608
26774,756,608
26784,756,608
26794,757,608
26804,758,608
26814,759,608
26824,759,608
26834,760,608
26844,761,608
26854,761,608
26864,762,610
26874,764,611
26884,765,611
26894,765,611
26904,764,611
26914,764,612
26924,765,612
26934,765,612
26944,764,613
26954,764,613
26964,765,612
26974,763,612
26984,761,612
26994,761,613
27004,761,613
27014,760,613
27024,759,614
27034,758,613
27044,758,614
27054,758,616
27064,757,616
27074,757,617
27084,756,617
27094,755,618
27104,753,619
27114,752,619
27124,751,620
27134,749,622
27144,747,622
27154,746,622
27164,745,622
27174,744,623
27184,744,623
27194,745,622
27204,745,622
27214,745,623
27224,745,624
27234,745,623
27244,746,623
27254,746,624
27264,745,625
27274,745,625
27284,746,624
27294,745,626
27304,745,626
27314,746,626
27324,747,625
27334,748,625
27344,748,624
27354,749,623
27364,751,621
27374,751,620
27384,751,620
27394,752,618
27404,752,617
27414,752,616
27424,751,616
27434,750,615
27444,750,614
27454,748,612
27464,746,610
27474,745,608
27484,744,607
27494,743,607
27504,741,606
27514,740,605
27523,740,604
27533,739,605
27543,737,606
27553,737,606
27563,737,607
27573,736,610
27583,736,610
27593,736,610
27603,736,610
27613,735,611
27623,734,611
27633,735,610
27643,735,610
27653,736,610
27663,736,610
27673,737,610
27683,738,609
27693,738,609
27703,740,610
27713,742,609
27723,744,610
27733,744,610
27743,746,610
27753,748,610
27763,750,610
27773,750,610
27783,751,610
27793,754,611
27803,755,611
27813,755,612
27823,756,613
27833,758,613
27843,758,614
27853,759,613
27863,760,614
27873,761,614
27883,762,614
27893,763,614
27903,763,615
27913,764,617
27923,766,615
27933,766,613
27943,766,613
27953,767,614
27963,767,612
27973,767,611
27983,766,611
27993,766,610
28003,765,609
28013,764,608
28023,763,606
28033,762,606
28043,762,606
28053,762,606
28063,760,606
28073,759,605
28083,758,605
28093,757,604
28103,756,604
28113,756,604
28123,756,604
28133,756,604
28143,,
28153,,
28163,754,604
28173,754,605
28183,753,605
28193,752,606
28203,751,606
28213,750,606
28223,750,607
28233,750,607
28243,749,607
28253,749,606
28263,749,607
28273,749,608
28283,748,609
28293,748,609
28303,748,610
28313,748,611
28323,748,613
28333,749,614
28343,749,615
28353,750,618
28363,751,619
28373,751,620
28383,,
28393,,
28403,,
28413,,
28423,756,619
28433,756,619
28443,758,618
28453,759,618
28463,760,619
28473,760,620
28483,760,619
28493,760,618
28503,761,618
28513,760,617
28523,759,617
28533,760,619
28543,759,619
28553,758,619
28563,759,621
28573,761,623
28583,761,621
28593,761,619
28603,760,619
28613,760,619
28623,760,618
28633,760,617
28643,759,616
28653,760,615
28663,760,614
28673,759,613
28683,758,614
28693,758,614
28703,759,612
28713,759,611
28723,759,610
28733,760,610
28743,761,611
28753,762,611
28763,762,612
28773,763,612
28783,763,613
28793,762,613
28803,760,614
28813,759,614
28823,758,614
28833,755,614
28843,752,614
28853,749,614
28863,747,613
28873,746,613
28883,746,613
28893,748,614
28903,748,614
28913,748,615
28923,749,616
28933,751,616
28943,751,616
28953,751,617
28963,752,617
28973,753,617
28983,751,617
28993,750,618
29003,750,618
29013,749,618
29023,748,619
29033,746,620
29043,746,621
29053,746,621
29063,745,622
29073,745,621
29083,744,621
29093,744,618
29103,741,618
29113,734,618
29123,727,619
29133,726,618
29143,728,617
29153,727,614
29163,726,612
29173,725,612
29183,724,613
29192,723,613
29202,723,615
29213,724,616
29222,724,616
29232,724,617
29242,723,618
29252,724,620
29262,725,623
29272,725,624
29282,725,626
29292,725,626
29302,727,626
29312,727,626
29322,727,626
29332,728,626
29342,729,626
29352,729,626
29362,728,626
29372,729,625
29382,730,627
29392,731,629
29402,731,630
29412,732,630
29422,732,631
29432,732,632
29442,731,633
29452,733,634
29462,734,634
29472,734,634
29482,735,633
29492,736,632
29502,737,632
29512,737,632
29522,738,632
29532,741,631
29542,742,630
29552,744,629
29562,746,630
29572,749,629
29582,750,628
29592,751,628
29602,752,627
29612,753,626
29622,754,626
29632,753,625
29642,753,625
29652,756,624
29662,758,623
29672,,
29682,,
29692,,
29702,,
29712,760,622
29722,,
29732,,
29742,761,622
29752,764,621
29762,767,620
29772,768,620
29782,769,619
29792,771,618
29802,773,618
29812,773,618
29822,773,617
29832,773,616
29842,774,616
29852,773,616
29862,773,616
29872,775,615
29882,774,614
29892,771,613
29902,770,614
29912,770,614
29922,770,614
29932,770,613
29942,768,613
29952,767,612
29962,766,611
29972,764,611
29982,763,611
29992,763,610
30002,764,610
30012,763,608
30022,763,608
30032,764,609
30042,765,609
30052,765,610
30062,765,610
30072,766,610
30082,767,611
30092,766,613
30102,766,612
30112,766,610
30122,766,612
30132,765,614
30142,764,614
30152,763,615
30162,763,615
30172,762,614
30182,761,614
30192,762,614
30202,762,615
30212,762,616
30222,762,617
30232,762,617
30242,763,616
30252,763,616
30262,762,617
30272,762,618
30282,763,619
30292,762,619
30302,761,619
30312,761,619
30322,760,619
30332,758,620
30342,758,620
30352,757,620
30362,756,620
30372,756,620
30382,755,620
30392,754,619
30402,753,619
30412,753,620
30422,752,621
30432,752,621
30442,752,623
30452,751,625
30462,752,626
30472,752,627
30482,752,629
30492,752,631
30502,752,631
30512,752,632
30522,753,633
30532,753,634
30542,754,635
30552,755,635
30562,755,637
30572,754,638
30582,754,637
30592,756,637
30602,756,638
30612,756,638
30622,756,638
30632,756,638
30642,756,638
30652,754,639
30662,754,638
30672,756,637
30682,755,637
30692,754,636
30702,753,637
30712,752,636
30722,751,636
30732,750,636
30742,749,635
30752,749,634
30762,748,634
30767,,
30772,747,633
30782,746,633
30792,745,633
30802,746,632
30812,745,632
30822,744,630
30832,745,629
30842,745,629
30852,743,629
30862,742,627
30871,743,626
30881,743,626
30891,743,627
30901,742,626
30911,742,624
30921,742,624
30931,742,624
30941,741,623
30951,742,622
30961,742,622
30971,741,623
30981,740,623
30991,740,623
31001,740,623
31011,740,625
31021,740,625
31031,740,626
31041,741,627
31051,742,628
31061,743,628
31071,745,627
31081,746,627
31091,747,628
31101,747,628
31111,749,628
31121,750,628
31131,751,627
31141,752,627
31151,753,626
31161,755,626
31171,756,627
31181,757,627
31191,757,628
31201,759,628
31211,758,629
31221,757,629
31231,757,629
31241,756,629
31251,755,629
31261,754,629
31271,752,628
31281,752,628
31291,752,627
31301,752,626
31311,753,625
31321,754,624
31331,754,624
31341,754,623
31351,754,623
31361,754,622
31371,754,622
31381,754,623
31391,755,622
31401,756,622
31411,756,623
31421,756,623
31431,755,624
31441,756,625
31451,756,627
31461,757,629
31471,757,628
31481,757,629
31491,756,630
31501,756,631
31511,758,632
31521,759,633
31531,760,633
31541,761,632
31551,763,632
31561,765,632
31571,767,633
31581,770,633
31591,,
31601,,
31611,,
31621,,
31631,773,633
31641,776,633
31651,778,634
31661,779,634
31671,781,635
31681,784,635
31691,785,636
31701,787,636
31711,789,636
31721,790,637
31731,791,638
31741,791,636
31751,794,632
31761,795,633
31767,,
31771,796,633
31781,795,633
31791,795,634
31801,795,633
31811,794,635
31821,794,636
31831,793,636
31841,794,637
31851,793,637
31861,791,636
31871,789,636
31881,789,636
31891,788,635
31901,787,636
31911,787,637
31921,788,636
31931,787,636
31941,786,635
31951,786,635
31961,786,637
31971,785,639
31981,784,639
31991,784,640
32001,784,641
32011,783,641
32021,783,641
32031,783,641
32041,782,640
32051,781,639
32061,780,639
32071,779,638
32081,779,637
32091,777,638
32101,775,638
32111,774,638
32121,772,638
32131,770,640
32141,769,642
32151,768,643
32161,768,643
32171,767,644
32181,767,644
32191,767,644
32201,767,644
32211,766,644
32221,765,644
32231,765,643
32241,764,642
32251,763,643
32261,763,643
32271,764,642
32281,764,642
32291,762,644
32301,762,644
32311,763,645
32321,764,644
32331,765,645
32341,765,646
32351,766,645
32361,767,645
32371,767,647
32381,767,650
32391,768,649
32401,768,647
32411,768,646
32421,767,647
32431,768,648
32441,768,647
32451,767,647
32461,767,649
32471,767,650
32481,768,650
32491,769,650
32501,769,651
32510,771,652
32520,773,652
32531,773,652
32540,773,652
32550,774,653
32560,776,652
32570,777,651
32580,777,651
32590,778,652
32600,779,653
32610,779,652
32620,778,652
32630,780,653
32640,780,653
32650,778,652
32660,778,652
32670,778,654
32680,778,654
32690,777,653
32700,777,653
32710,777,653
32720,778,654
32730,779,654
32740,779,655
32750,780,657
32760,781,657
32770,781,657
32780,781,656
32790,782,656
32800,,
32810,,
32820,,
32830,,
32840,,
32850,,
32860,783,657
32870,783,655
32880,784,655
32890,784,653
32900,785,651
32910,785,650
32920,786,649
32930,786,649
32940,786,649
32950,787,648
32960,787,649
32970,786,649
32980,786,649
32990,785,648
33000,785,648
33010,785,648
33020,785,648
33030,785,648
33040,785,647
33050,786,647
33060,786,647
33070,786,646
33080,786,646
33090,787,647
33100,788,647
33110,788,647
33120,788,647
33130,789,648
33140,789,648
33150,789,648
33160,789,647
33170,790,646
33180,790,645
33190,789,645
33200,789,645
33210,789,645
33220,789,644
33230,788,644
33240,787,644
33250,788,643
33260,788,643
33270,788,644
33280,788,644
33290,788,644
33300,788,643
33310,787,644
33320,787,644
33330,788,643
33340,788,644
33350,787,644
33360,787,645
33370,788,649
33380,789,649
33390,790,649
33400,790,651
33410,790,652
33420,791,652
33430,791,651
33440,791,651
33450,791,653
33460,792,654
33470,792,655
33480,792,656
33490,793,658
33500,793,658
33510,794,658
33520,793,659
33530,792,661
33540,792,662
33550,791,662
33560,789,663
33570,787,663
33580,786,662
33590,784,661
33600,783,659
33610,783,657
33620,783,656
33630,783,654
33640,782,653
33650,784,652
33660,785,649
33670,787,646
33680,789,646
33690,790,646
33700,792,645
33710,794,645
33720,795,646
33730,796,647
33740,798,648
33750,799,649
33760,800,651
33770,801,654
33780,803,657
33790,803,656
33800,801,654
33810,801,656
33820,803,658
33830,803,658
33840,803,658
33850,803,659
33860,804,662
33870,804,662
33880,805,662
33890,806,666
33900,809,668
33910,810,670
33920,812,671
33930,814,672
33940,816,674
33950,817,675
33960,817,672
33970,818,672
33980,818,669
33990,817,664
34000,818,662
34010,820,660
34020,821,659
34030,823,659
34040,825,658
34050,826,659
34060,827,659
34070,,
34080,,
34090,,
34100,,
34110,,
34120,,
34130,828,661
34140,,
34150,,
34160,828,657
34170,830,659
34179,831,659
34189,832,659
34199,831,658
34209,830,657
34219,830,656
34229,830,654
34239,830,652
34249,831,651
34259,832,651
34269,832,651
34279,832,650
34289,832,648
34299,832,649
34309,832,649
34319,832,649
34329,832,651
34339,831,652
34349,,
34359,,
34369,,
34379,,
34389,830,653
34399,827,654
34409,825,655
34419,822,656
34429,820,658
34439,817,660
34449,814,661
34459,812,661
34469,810,660
34479,807,659
34489,804,658
34499,803,655
34509,801,654
34519,799,653
34529,796,651
34539,795,649
34549,792,648
34559,792,647
34569,792,649
34579,791,649
34589,789,647
34599,786,647
34609,785,646
34619,785,645
34629,784,644
34639,784,643
34649,785,644
34659,784,644
34669,784,644
34679,786,646
34689,790,650
34699,792,650
34709,793,650
34719,793,650
34729,794,651
34739,795,652
34749,,
34759,,
34769,,
34779,,
34789,792,648
34799,792,648
34809,792,647
34819,791,646
34829,790,644
34839,789,644
34849,788,644
34859,788,645
34869,787,645
34879,786,645
34889,787,646
34899,787,648
34909,786,648
34919,786,647
34929,787,648
34939,787,648
34949,786,647
34959,786,646
34969,787,646
34979,788,646
34989,788,645
34999,787,645
35009,788,646
35019,788,647
35029,788,647
35039,787,646
35049,786,647
35059,786,647
35069,785,647
35079,783,648
35089,782,649
35099,782,649
35109,781,648
35119,779,648
35129,779,649
35139,779,650
35149,779,650
35159,779,652
35169,786,660
35179,791,657
35189,791,656
35199,786,656
35209,784,655
35219,785,654
35229,785,653
35239,786,653
35249,787,653
35259,788,651
35269,788,648
35279,787,647
35289,786,646
35299,787,645
35309,787,644
35319,787,646
35329,789,655
35339,789,657
35349,789,656
35359,789,656
35369,,
35379,,
35389,787,650
35399,785,653
35409,784,651
35419,782,651
35429,781,652
35439,780,652
35449,778,651
35459,777,651
35469,776,652
35479,775,652
35489,,
35499,,
35509,775,654
35519,774,653
35529,774,655
35539,774,657
35549,773,655
35559,773,655
35569,774,655
35579,774,653
35589,773,652
35599,774,651
35609,775,650
35619,,
35629,,
35639,777,648
35649,777,646
35659,778,644
35669,780,643
35679,781,641
35689,781,640
35699,782,640
35709,784,639
35719,784,639
35729,782,639
35739,782,638
35749,785,637
35759,785,640
35769,783,644
35779,782,645
35789,782,646
35799,782,646
35809,781,646
35819,781,644
35829,781,645
35839,782,646
35848,,
35858,,
35868,,
35878,,
35888,781,648
35898,782,647
35908,783,647
35918,785,646
35928,785,646
35938,785,646
35948,785,645
35958,787,645
35968,787,645
35978,786,645
35988,787,645
35998,788,644
36008,787,643
36018,786,643
36028,787,643
36038,787,642
36048,787,642
36058,,
36068,,
36078,787,645
36088,786,644
36098,787,644
36108,786,643
36118,785,643
36128,784,644
36138,783,644
36148,781,644
36158,781,647
36168,783,649
36178,782,650
36188,780,650
36198,779,650
36208,779,651
36218,778,652
36228,777,652
36238,777,652
36248,778,652
36258,778,652
36268,777,653
36278,777,653
36288,,
36298,,
36308,,
36318,,
36328,785,644
36338,785,646
36348,786,644
36358,785,643
36368,786,642
36378,787,642
36388,788,641
36398,789,641
36408,790,642
36418,791,642
36428,791,642
36438,790,641
36448,791,642
36458,791,643
36468,791,643
36478,790,643
36488,789,643
36498,788,644
36508,786,643
36518,785,643
36528,785,644
36538,785,646
36548,783,647
36558,783,648
36568,783,648
36578,783,650
36588,782,651
36598,782,651
36608,783,652
36618,782,652
36628,781,651
36638,780,651
36648,780,651
36658,780,651
36668,779,651
36678,778,650
36688,779,650
36698,779,650
36708,,
36718,,
36728,777,649
36738,,
36748,,
36758,778,649
36768,782,649
36778,783,650
36788,782,651
36798,781,652
36808,782,654
36818,781,654
36828,780,652
36838,780,651
36848,781,651
36858,781,652
36868,780,653
36878,779,652
36888,779,651
36898,780,653
36908,780,654
36918,781,654
36928,782,655
36938,782,655
36948,782,655
36958,782,655
36968,781,656
36978,781,657
36988,781,657
36998,779,657
37008,779,657
37018,778,657
37028,776,658
37038,775,658
37048,774,657
37058,776,657
37068,777,655
37078,777,654
37088,780,653
37098,785,649
37108,786,649
37118,783,652
37128,784,653
37138,786,653
37148,786,652
37158,785,652
37168,786,653
37178,786,655
37188,786,656
37198,785,658
37208,785,659
37218,784,660
37228,783,659
37238,782,659
37248,780,660
37258,,
37268,,
37278,780,666
37288,776,664
37298,774,660
37308,774,660
37318,772,661
37328,770,661
37338,,
37348,,
37358,770,660
37368,,
37378,,
37388,,
37398,,
37408,,
37418,,
37428,772,663
37438,771,661
37448,770,660
37458,770,658
37468,771,657
37478,772,657
37488,772,657
37498,772,655
37508,772,653
37518,772,651
37527,772,650
37537,773,649
37547,773,649
37557,773,650
37567,772,652
37577,772,651
37587,773,651
37597,773,653
37607,772,653
37617,772,652
37627,773,652
37637,774,651
37647,775,650
37657,776,648
37667,779,647
37677,781,645
37687,782,646
37697,783,649
37707,785,649
37717,785,651
37727,784,654
37737,784,657
37747,785,662
37757,785,662
37767,783,663
37777,783,662
37787,782,663
37797,781,663
37807,780,663
37817,779,663
37827,778,663
37837,777,662
37847,774,660
37857,773,659
37867,772,658
37877,771,658
37887,769,657
37897,769,656
37907,768,656
37917,766,656
37927,765,656
37937,766,656
37947,766,656
37957,767,656
37967,767,656
37977,767,655
37987,768,655
37997,769,655
38007,768,656
38017,769,656
38027,769,657
38037,768,657
38047,767,656
38057,766,657
38067,765,658
38077,763,660
38087,761,660
38097,760,660
38107,759,660
38117,758,660
38127,756,659
38137,756,658
38147,756,657
38157,755,656
38167,754,655
38177,755,653
38187,756,652
38197,756,651
38207,755,651
38217,756,651
38227,760,650
38237,759,652
38247,756,652
38257,756,652
38267,758,651
38277,757,651
38287,756,652
38297,756,651
38307,758,648
38317,759,648
38327,758,647
38337,759,645
38347,761,643
38357,762,643
38367,763,644
38377,764,644
38387,767,645
38397,768,648
38407,768,648
38417,768,646
38427,770,647
38437,770,648
38447,769,650
38457,769,650
38467,769,649
38477,768,650
38487,765,650
38497,763,649
38507,763,649
38517,762,650
38527,760,650
38537,758,650
38547,756,652
38557,757,652
38567,769,651
38577,784,656
38587,789,660
38597,791,661
38607,792,661
38617,792,660
38627,,
38637,,
38647,791,661
38657,,
38667,,
38677,790,659
38687,780,657
38697,761,657
38707,751,655
38717,749,654
38727,747,653
38737,749,650
38747,749,648
38757,749,647
38767,749,646
38777,751,645
38787,756,640
38797,756,640
38807,756,639
38817,757,639
38827,759,640
38837,760,641
38847,760,641
38857,761,639
38867,762,638
38877,764,637
38887,,
38897,,
38907,765,639
38917,767,638
38927,769,638
38937,771,639
38947,773,639
38957,773,637
38967,774,636
38977,776,641
38987,778,642
38997,778,643
39007,779,645
39017,779,645
39027,779,644
39037,777,642
39047,776,639
39057,775,640
39067,774,640
39077,772,638
39087,771,636
39097,772,636
39107,772,635
39117,772,633
39127,772,635
39137,773,636
39147,773,639
39156,772,642
39166,772,643
39177,772,645
39187,,
39196,,
39206,773,647
39216,771,646
39226,771,647
39236,771,647
39246,770,647
39256,769,647
39266,768,648
39276,765,650
39286,757,656
39296,758,656
39306,759,656
39316,759,657
39326,758,657
39336,757,655
39346,758,654
39356,757,654
39366,756,650
39376,755,651
39386,757,654
39396,756,653
39406,755,651
39416,756,651
39426,759,651
39436,759,652
39446,758,653
39456,758,653
39466,758,654
39476,758,654
39486,758,653
39496,756,651
39506,756,649
39516,754,650
39526,753,653
39536,753,652
39546,755,649
39556,754,646
39566,753,643
39576,752,640
39586,754,638
39596,756,636
39606,756,638
39616,755,639
39626,756,636
39636,757,636
39646,757,635
39656,758,634
39666,759,634
39676,759,635
39686,759,635
39696,758,634
39706,758,634
39716,759,635
39726,759,636
39736,760,636
39746,760,636
39756,758,639
39766,758,644
39776,760,645
39786,761,646
39796,761,647
39806,760,648
39816,760,648
39826,759,649
39836,758,649
39846,757,649
39856,757,649
39866,756,648
39876,755,648
39886,,
39896,,
39906,753,645
39916,753,645
39926,753,643
39936,752,643
39946,751,641
39956,750,639
39966,749,635
39976,748,636
39986,747,640
39996,746,638
40006,746,635
40016,745,634
40026,745,633
40036,744,632
40046,744,631
40056,745,631
40066,745,630
40076,746,629
40086,748,628
40096,749,628
40106,750,628
40116,751,625
40126,752,625
40136,753,628
40146,754,629
40156,,
40166,,
40176,,
40186,,
40196,755,627
40206,755,628
40216,755,628
40226,755,628
40236,755,628
40246,757,632
40256,757,631
40266,755,629
40276,755,628
40286,754,627
40296,754,626
40306,754,625
40316,754,624
40326,755,622
40336,756,623
40346,757,627
40356,756,627
40366,756,627
40376,756,628
40386,756,628
40396,755,626
40406,755,625
40416,755,625
40426,754,625
40436,,
40446,,
40456,,
40466,,
40476,760,637
40486,757,634
40496,757,635
